"file_name","file_accession","TF","cell_line","gene_name","n_overlapping_peaks"
"ENCFF291WLP.bed.gz","ENCFF291WLP","ATF3","HepG2","MICB",2
"ENCFF291WLP.bed.gz","ENCFF291WLP","ATF3","HepG2","RAET1E",1
"ENCFF291WLP.bed.gz","ENCFF291WLP","ATF3","HepG2","RAET1L",1
"ENCFF291WLP.bed.gz","ENCFF291WLP","ATF3","HepG2","ULBP1",1
"ENCFF291WLP.bed.gz","ENCFF291WLP","ATF3","HepG2","ULBP3",2
"ENCFF291XES.bed.gz","ENCFF291XES","ATF4","K562","MICA",1
"ENCFF291XES.bed.gz","ENCFF291XES","ATF4","K562","RAET1E",1
"ENCFF291XES.bed.gz","ENCFF291XES","ATF4","K562","ULBP1",1
"ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","MICA",4
"ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","MICB",1
"ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","RAET1E",1
"ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","RAET1L",1
"ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","ULBP1",2
"ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","ULBP2",1
"ENCFF292CHB.bed.gz","ENCFF292CHB","ATF3","K562","ULBP3",1
"ENCFF292KXY.bed.gz","ENCFF292KXY","FOSB","A549","MICA",1
"ENCFF292LKA.bed.gz","ENCFF292LKA","FOSL1","K562","MICA",3
"ENCFF292LKA.bed.gz","ENCFF292LKA","FOSL1","K562","MICB",2
"ENCFF292LKA.bed.gz","ENCFF292LKA","FOSL1","K562","RAET1E",1
"ENCFF292LKA.bed.gz","ENCFF292LKA","FOSL1","K562","RAET1L",1
"ENCFF292LKA.bed.gz","ENCFF292LKA","FOSL1","K562","ULBP1",1
"ENCFF292LKA.bed.gz","ENCFF292LKA","FOSL1","K562","ULBP2",1
"ENCFF292OMQ.bed.gz","ENCFF292OMQ","ELK1","A549",NA,0
"ENCFF292QLD.bed.gz","ENCFF292QLD","CEBPB","HeLa-S3","MICA",1
"ENCFF292QLD.bed.gz","ENCFF292QLD","CEBPB","HeLa-S3","MICB",1
"ENCFF292QLD.bed.gz","ENCFF292QLD","CEBPB","HeLa-S3","RAET1E",2
"ENCFF292QLD.bed.gz","ENCFF292QLD","CEBPB","HeLa-S3","ULBP1",1
"ENCFF292SZD.bed.gz","ENCFF292SZD","SP1","HepG2",NA,0
"ENCFF292XDL.bed.gz","ENCFF292XDL","JUNB","K562","MICA",1
"ENCFF292XDL.bed.gz","ENCFF292XDL","JUNB","K562","ULBP1",3
"ENCFF293SSA.bed.gz","ENCFF293SSA","NFE2L1","K562",NA,0
"ENCFF294GKW.bed.gz","ENCFF294GKW","TBP","HeLa-S3","MICA",1
"ENCFF294GKW.bed.gz","ENCFF294GKW","TBP","HeLa-S3","RAET1L",1
"ENCFF294GKW.bed.gz","ENCFF294GKW","TBP","HeLa-S3","ULBP3",1
"ENCFF294MMU.bed.gz","ENCFF294MMU","ELK1","A549",NA,0
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","MICA",4
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","MICB",3
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","RAET1E",2
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","RAET1G",3
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","RAET1L",1
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","ULBP1",1
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","ULBP2",1
"ENCFF294TKX.bed.gz","ENCFF294TKX","CREM","K562","ULBP3",3
"ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","MICA",2
"ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","MICB",1
"ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","RAET1G",2
"ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","RAET1L",1
"ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","ULBP1",2
"ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","ULBP2",2
"ENCFF295KJW.bed.gz","ENCFF295KJW","GATA3","MCF-7","ULBP3",2
"ENCFF296XNB.bed.gz","ENCFF296XNB","ATF3","HepG2","MICA",3
"ENCFF296XNB.bed.gz","ENCFF296XNB","ATF3","HepG2","MICB",1
"ENCFF296XNB.bed.gz","ENCFF296XNB","ATF3","HepG2","RAET1E",1
"ENCFF296XNB.bed.gz","ENCFF296XNB","ATF3","HepG2","ULBP1",2
"ENCFF296XNB.bed.gz","ENCFF296XNB","ATF3","HepG2","ULBP2",1
"ENCFF296XNB.bed.gz","ENCFF296XNB","ATF3","HepG2","ULBP3",1
"ENCFF297BXM.bed.gz","ENCFF297BXM","NFE2L2","HepG2",NA,0
"ENCFF297KAT.bed.gz","ENCFF297KAT","SP1","K562","ULBP3",2
"ENCFF297QRW.bed.gz","ENCFF297QRW","ELK1","HepG2",NA,0
"ENCFF297UUZ.bed.gz","ENCFF297UUZ","CEBPB","A549","RAET1E",1
"ENCFF297UUZ.bed.gz","ENCFF297UUZ","CEBPB","A549","ULBP1",1
"ENCFF298VCE.bed.gz","ENCFF298VCE","MAFK","MCF-7",NA,0
"ENCFF300XUA.bed.gz","ENCFF300XUA","SP1","K562","ULBP3",1
"ENCFF301CNM.bed.gz","ENCFF301CNM","CEBPB","HepG2","MICA",1
"ENCFF301CNM.bed.gz","ENCFF301CNM","CEBPB","HepG2","MICB",1
"ENCFF301KRB.bed.gz","ENCFF301KRB","JUN","A549","MICA",3
"ENCFF301KRB.bed.gz","ENCFF301KRB","JUN","A549","RAET1E",2
"ENCFF301KRB.bed.gz","ENCFF301KRB","JUN","A549","RAET1G",1
"ENCFF301KRB.bed.gz","ENCFF301KRB","JUN","A549","ULBP2",2
"ENCFF301MBV.bed.gz","ENCFF301MBV","NPAS2","A549",NA,0
"ENCFF301PJG.bed.gz","ENCFF301PJG","GATA3","MCF-7",NA,0
"ENCFF302KGG.bed.gz","ENCFF302KGG","ATF7","HepG2","MICA",2
"ENCFF302KGG.bed.gz","ENCFF302KGG","ATF7","HepG2","MICB",1
"ENCFF302KGG.bed.gz","ENCFF302KGG","ATF7","HepG2","RAET1E",1
"ENCFF302KGG.bed.gz","ENCFF302KGG","ATF7","HepG2","RAET1G",1
"ENCFF302KGG.bed.gz","ENCFF302KGG","ATF7","HepG2","ULBP3",2
"ENCFF302RQH.bed.gz","ENCFF302RQH","TBP","HeLa-S3","MICA",3
"ENCFF302RQH.bed.gz","ENCFF302RQH","TBP","HeLa-S3","MICB",1
"ENCFF302RQH.bed.gz","ENCFF302RQH","TBP","HeLa-S3","RAET1E",1
"ENCFF302RQH.bed.gz","ENCFF302RQH","TBP","HeLa-S3","RAET1G",1
"ENCFF302RQH.bed.gz","ENCFF302RQH","TBP","HeLa-S3","RAET1L",1
"ENCFF302RQH.bed.gz","ENCFF302RQH","TBP","HeLa-S3","ULBP1",1
"ENCFF302RQH.bed.gz","ENCFF302RQH","TBP","HeLa-S3","ULBP3",1
"ENCFF303DKR.bed.gz","ENCFF303DKR","ATF3","K562","MICB",1
"ENCFF303DKR.bed.gz","ENCFF303DKR","ATF3","K562","RAET1E",2
"ENCFF303DKR.bed.gz","ENCFF303DKR","ATF3","K562","RAET1G",1
"ENCFF303DKR.bed.gz","ENCFF303DKR","ATF3","K562","ULBP2",1
"ENCFF303DKR.bed.gz","ENCFF303DKR","ATF3","K562","ULBP3",5
"ENCFF303HLV.bed.gz","ENCFF303HLV","FOSL2","SK-N-SH","MICA",1
"ENCFF303HLV.bed.gz","ENCFF303HLV","FOSL2","SK-N-SH","MICB",1
"ENCFF303HLV.bed.gz","ENCFF303HLV","FOSL2","SK-N-SH","RAET1E",3
"ENCFF303HLV.bed.gz","ENCFF303HLV","FOSL2","SK-N-SH","RAET1L",1
"ENCFF303HLV.bed.gz","ENCFF303HLV","FOSL2","SK-N-SH","ULBP1",1
"ENCFF303HLV.bed.gz","ENCFF303HLV","FOSL2","SK-N-SH","ULBP3",1
"ENCFF304FKQ.bed.gz","ENCFF304FKQ","CREB1","HepG2","MICA",1
"ENCFF304FKQ.bed.gz","ENCFF304FKQ","CREB1","HepG2","MICB",1
"ENCFF304FKQ.bed.gz","ENCFF304FKQ","CREB1","HepG2","RAET1G",2
"ENCFF304FKQ.bed.gz","ENCFF304FKQ","CREB1","HepG2","RAET1L",1
"ENCFF304FKQ.bed.gz","ENCFF304FKQ","CREB1","HepG2","ULBP1",1
"ENCFF304FKQ.bed.gz","ENCFF304FKQ","CREB1","HepG2","ULBP2",2
"ENCFF304FKQ.bed.gz","ENCFF304FKQ","CREB1","HepG2","ULBP3",1
"ENCFF304PKL.bed.gz","ENCFF304PKL","CLOCK","MCF-7","RAET1E",2
"ENCFF304PKL.bed.gz","ENCFF304PKL","CLOCK","MCF-7","ULBP1",1
"ENCFF304PKL.bed.gz","ENCFF304PKL","CLOCK","MCF-7","ULBP2",1
"ENCFF304PKL.bed.gz","ENCFF304PKL","CLOCK","MCF-7","ULBP3",2
"ENCFF304YRK.bed.gz","ENCFF304YRK","JUNB","HepG2","MICA",2
"ENCFF304YRK.bed.gz","ENCFF304YRK","JUNB","HepG2","MICB",1
"ENCFF304YRK.bed.gz","ENCFF304YRK","JUNB","HepG2","ULBP1",1
"ENCFF305CRL.bed.gz","ENCFF305CRL","CLOCK","MCF-7","MICA",2
"ENCFF305CRL.bed.gz","ENCFF305CRL","CLOCK","MCF-7","ULBP1",2
"ENCFF305KIK.bed.gz","ENCFF305KIK","NFE2L2","HeLa-S3","MICA",1
"ENCFF305OER.bed.gz","ENCFF305OER","JUND","HepG2","MICA",2
"ENCFF306INL.bed.gz","ENCFF306INL","FOS","MCF-7","MICA",1
"ENCFF306INL.bed.gz","ENCFF306INL","FOS","MCF-7","RAET1E",4
"ENCFF306INL.bed.gz","ENCFF306INL","FOS","MCF-7","RAET1G",1
"ENCFF306INL.bed.gz","ENCFF306INL","FOS","MCF-7","RAET1L",2
"ENCFF306INL.bed.gz","ENCFF306INL","FOS","MCF-7","ULBP1",2
"ENCFF306INL.bed.gz","ENCFF306INL","FOS","MCF-7","ULBP2",1
"ENCFF306INL.bed.gz","ENCFF306INL","FOS","MCF-7","ULBP3",1
"ENCFF306SZL.bed.gz","ENCFF306SZL","JUND","K562","MICA",3
"ENCFF306SZL.bed.gz","ENCFF306SZL","JUND","K562","MICB",1
"ENCFF306SZL.bed.gz","ENCFF306SZL","JUND","K562","ULBP1",2
"ENCFF306SZL.bed.gz","ENCFF306SZL","JUND","K562","ULBP2",1
"ENCFF306ZFX.bed.gz","ENCFF306ZFX","NFE2","HepG2",NA,0
"ENCFF307DMW.bed.gz","ENCFF307DMW","TBP","K562","MICA",3
"ENCFF307DMW.bed.gz","ENCFF307DMW","TBP","K562","MICB",3
"ENCFF307DMW.bed.gz","ENCFF307DMW","TBP","K562","RAET1E",1
"ENCFF307DMW.bed.gz","ENCFF307DMW","TBP","K562","RAET1G",1
"ENCFF307DMW.bed.gz","ENCFF307DMW","TBP","K562","ULBP1",1
"ENCFF307DMW.bed.gz","ENCFF307DMW","TBP","K562","ULBP2",1
"ENCFF307DMW.bed.gz","ENCFF307DMW","TBP","K562","ULBP3",1
"ENCFF307MMO.bed.gz","ENCFF307MMO","ELK1","A549",NA,0
"ENCFF307QAR.bed.gz","ENCFF307QAR","NFE2L2","HepG2","MICA",2
"ENCFF307QAR.bed.gz","ENCFF307QAR","NFE2L2","HepG2","RAET1G",1
"ENCFF307QAR.bed.gz","ENCFF307QAR","NFE2L2","HepG2","ULBP1",1
"ENCFF308IXJ.bed.gz","ENCFF308IXJ","MAFF","K562","ULBP3",1
"ENCFF308OYP.bed.gz","ENCFF308OYP","JUND","HepG2","MICA",4
"ENCFF308OYP.bed.gz","ENCFF308OYP","JUND","HepG2","MICB",1
"ENCFF308OYP.bed.gz","ENCFF308OYP","JUND","HepG2","RAET1E",2
"ENCFF308OYP.bed.gz","ENCFF308OYP","JUND","HepG2","RAET1G",2
"ENCFF308OYP.bed.gz","ENCFF308OYP","JUND","HepG2","RAET1L",2
"ENCFF308OYP.bed.gz","ENCFF308OYP","JUND","HepG2","ULBP1",2
"ENCFF308OYP.bed.gz","ENCFF308OYP","JUND","HepG2","ULBP3",2
"ENCFF308VBF.bed.gz","ENCFF308VBF","CREB1","HepG2","MICA",4
"ENCFF308VBF.bed.gz","ENCFF308VBF","CREB1","HepG2","MICB",1
"ENCFF309EWT.bed.gz","ENCFF309EWT","JUN","K562","MICA",1
"ENCFF309EWT.bed.gz","ENCFF309EWT","JUN","K562","ULBP1",1
"ENCFF309RNQ.bed.gz","ENCFF309RNQ","JUND","K562","MICA",1
"ENCFF309RNQ.bed.gz","ENCFF309RNQ","JUND","K562","ULBP1",2
"ENCFF309RNQ.bed.gz","ENCFF309RNQ","JUND","K562","ULBP2",1
"ENCFF309ZJM.bed.gz","ENCFF309ZJM","CEBPB","K562","MICA",1
"ENCFF309ZJM.bed.gz","ENCFF309ZJM","CEBPB","K562","MICB",2
"ENCFF309ZJM.bed.gz","ENCFF309ZJM","CEBPB","K562","ULBP1",1
"ENCFF310CQP.bed.gz","ENCFF310CQP","JUND","HeLa-S3","MICA",1
"ENCFF310CQP.bed.gz","ENCFF310CQP","JUND","HeLa-S3","RAET1E",3
"ENCFF310CQP.bed.gz","ENCFF310CQP","JUND","HeLa-S3","RAET1L",1
"ENCFF310CQP.bed.gz","ENCFF310CQP","JUND","HeLa-S3","ULBP1",1
"ENCFF310CQP.bed.gz","ENCFF310CQP","JUND","HeLa-S3","ULBP3",1
"ENCFF310XTT.bed.gz","ENCFF310XTT","ATF2","HepG2","ULBP2",1
"ENCFF311PMU.bed.gz","ENCFF311PMU","MAFG","HepG2",NA,0
"ENCFF311QDS.bed.gz","ENCFF311QDS","HOXA9","HepG2","MICA",2
"ENCFF311QDS.bed.gz","ENCFF311QDS","HOXA9","HepG2","RAET1E",1
"ENCFF311QDS.bed.gz","ENCFF311QDS","HOXA9","HepG2","RAET1L",1
"ENCFF311ZHW.bed.gz","ENCFF311ZHW","ETS1","K562","MICA",2
"ENCFF311ZHW.bed.gz","ENCFF311ZHW","ETS1","K562","RAET1E",2
"ENCFF311ZHW.bed.gz","ENCFF311ZHW","ETS1","K562","RAET1G",1
"ENCFF311ZHW.bed.gz","ENCFF311ZHW","ETS1","K562","ULBP1",2
"ENCFF311ZHW.bed.gz","ENCFF311ZHW","ETS1","K562","ULBP2",1
"ENCFF312FPE.bed.gz","ENCFF312FPE","CEBPB","HeLa-S3","MICA",3
"ENCFF312FPE.bed.gz","ENCFF312FPE","CEBPB","HeLa-S3","MICB",2
"ENCFF312FPE.bed.gz","ENCFF312FPE","CEBPB","HeLa-S3","RAET1E",3
"ENCFF312FPE.bed.gz","ENCFF312FPE","CEBPB","HeLa-S3","RAET1G",1
"ENCFF312FPE.bed.gz","ENCFF312FPE","CEBPB","HeLa-S3","RAET1L",1
"ENCFF312FPE.bed.gz","ENCFF312FPE","CEBPB","HeLa-S3","ULBP1",1
"ENCFF312FPE.bed.gz","ENCFF312FPE","CEBPB","HeLa-S3","ULBP3",3
"ENCFF312XHI.bed.gz","ENCFF312XHI","NFE2","K562","MICA",1
"ENCFF313BFM.bed.gz","ENCFF313BFM","CLOCK","MCF-7",NA,0
"ENCFF313FMB.bed.gz","ENCFF313FMB","CREB3L1","K562","ULBP3",1
"ENCFF313HJO.bed.gz","ENCFF313HJO","CREB3","K562","MICA",2
"ENCFF313HJO.bed.gz","ENCFF313HJO","CREB3","K562","MICB",4
"ENCFF313HJO.bed.gz","ENCFF313HJO","CREB3","K562","RAET1E",2
"ENCFF313HJO.bed.gz","ENCFF313HJO","CREB3","K562","ULBP1",2
"ENCFF313HJO.bed.gz","ENCFF313HJO","CREB3","K562","ULBP3",3
"ENCFF313TUJ.bed.gz","ENCFF313TUJ","GATA3","MCF-7",NA,0
"ENCFF313VAP.bed.gz","ENCFF313VAP","JUND","SK-N-SH","MICA",2
"ENCFF313VAP.bed.gz","ENCFF313VAP","JUND","SK-N-SH","MICB",2
"ENCFF313VAP.bed.gz","ENCFF313VAP","JUND","SK-N-SH","RAET1E",1
"ENCFF313VAP.bed.gz","ENCFF313VAP","JUND","SK-N-SH","RAET1L",1
"ENCFF313VAP.bed.gz","ENCFF313VAP","JUND","SK-N-SH","ULBP1",1
"ENCFF313VAP.bed.gz","ENCFF313VAP","JUND","SK-N-SH","ULBP2",1
"ENCFF313VAP.bed.gz","ENCFF313VAP","JUND","SK-N-SH","ULBP3",2
"ENCFF313YNI.bed.gz","ENCFF313YNI","ATF1","K562","MICA",3
"ENCFF313YNI.bed.gz","ENCFF313YNI","ATF1","K562","RAET1E",1
"ENCFF313YNI.bed.gz","ENCFF313YNI","ATF1","K562","RAET1L",1
"ENCFF313YNI.bed.gz","ENCFF313YNI","ATF1","K562","ULBP1",4
"ENCFF313YNI.bed.gz","ENCFF313YNI","ATF1","K562","ULBP2",1
"ENCFF313YNI.bed.gz","ENCFF313YNI","ATF1","K562","ULBP3",1
"ENCFF314DTI.bed.gz","ENCFF314DTI","NFE2L2","A549","RAET1G",3
"ENCFF314DTI.bed.gz","ENCFF314DTI","NFE2L2","A549","ULBP3",1
"ENCFF314FHH.bed.gz","ENCFF314FHH","JUND","SK-N-SH","MICA",1
"ENCFF314FHH.bed.gz","ENCFF314FHH","JUND","SK-N-SH","MICB",1
"ENCFF314FHH.bed.gz","ENCFF314FHH","JUND","SK-N-SH","RAET1E",1
"ENCFF314FHH.bed.gz","ENCFF314FHH","JUND","SK-N-SH","RAET1L",1
"ENCFF314KET.bed.gz","ENCFF314KET","CREB1","HepG2","ULBP1",1
"ENCFF314KRZ.bed.gz","ENCFF314KRZ","JUN","MCF-7",NA,0
"ENCFF314MDR.bed.gz","ENCFF314MDR","SP1","HCT116","MICA",2
"ENCFF314MDR.bed.gz","ENCFF314MDR","SP1","HCT116","RAET1E",1
"ENCFF314MDR.bed.gz","ENCFF314MDR","SP1","HCT116","RAET1L",1
"ENCFF314MDR.bed.gz","ENCFF314MDR","SP1","HCT116","ULBP1",1
"ENCFF314MDR.bed.gz","ENCFF314MDR","SP1","HCT116","ULBP2",1
"ENCFF314ZCZ.bed.gz","ENCFF314ZCZ","MAFK","HeLa-S3",NA,0
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","MICA",3
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","MICB",2
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","RAET1E",2
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","RAET1G",2
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","RAET1L",2
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","ULBP1",1
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","ULBP2",1
"ENCFF315ZHU.bed.gz","ENCFF315ZHU","NFE2L2","HeLa-S3","ULBP3",1
"ENCFF316SKE.bed.gz","ENCFF316SKE","ARNTL","HepG2","MICA",4
"ENCFF316SKE.bed.gz","ENCFF316SKE","ARNTL","HepG2","MICB",6
"ENCFF316SKE.bed.gz","ENCFF316SKE","ARNTL","HepG2","RAET1E",1
"ENCFF316SKE.bed.gz","ENCFF316SKE","ARNTL","HepG2","ULBP1",1
"ENCFF316SKE.bed.gz","ENCFF316SKE","ARNTL","HepG2","ULBP3",3
"ENCFF316YEL.bed.gz","ENCFF316YEL","SP1","HepG2",NA,0
"ENCFF317GVT.bed.gz","ENCFF317GVT","CEBPB","HCT116","ULBP1",1
"ENCFF317LOZ.bed.gz","ENCFF317LOZ","MAFK","HeLa-S3",NA,0
"ENCFF318CQV.bed.gz","ENCFF318CQV","JUND","T47D",NA,0
"ENCFF319BCP.bed.gz","ENCFF319BCP","BACH1","K562","ULBP3",2
"ENCFF319BSY.bed.gz","ENCFF319BSY","NPAS2","HepG2","MICA",1
"ENCFF319BSY.bed.gz","ENCFF319BSY","NPAS2","HepG2","RAET1G",4
"ENCFF319BSY.bed.gz","ENCFF319BSY","NPAS2","HepG2","ULBP3",1
"ENCFF319IEF.bed.gz","ENCFF319IEF","CEBPB","HepG2",NA,0
"ENCFF319SIL.bed.gz","ENCFF319SIL","MYBL2","K562","MICA",1
"ENCFF319SIL.bed.gz","ENCFF319SIL","MYBL2","K562","RAET1E",3
"ENCFF319SIL.bed.gz","ENCFF319SIL","MYBL2","K562","RAET1G",1
"ENCFF319SIL.bed.gz","ENCFF319SIL","MYBL2","K562","ULBP1",2
"ENCFF319SIL.bed.gz","ENCFF319SIL","MYBL2","K562","ULBP3",2
"ENCFF320ACQ.bed.gz","ENCFF320ACQ","ATF7","K562","MICA",4
"ENCFF320ACQ.bed.gz","ENCFF320ACQ","ATF7","K562","MICB",1
"ENCFF320ACQ.bed.gz","ENCFF320ACQ","ATF7","K562","RAET1E",1
"ENCFF320ACQ.bed.gz","ENCFF320ACQ","ATF7","K562","ULBP1",2
"ENCFF320ACQ.bed.gz","ENCFF320ACQ","ATF7","K562","ULBP2",2
"ENCFF320ACQ.bed.gz","ENCFF320ACQ","ATF7","K562","ULBP3",2
"ENCFF320CYA.bed.gz","ENCFF320CYA","KLF4","MCF-7","MICA",3
"ENCFF320CYA.bed.gz","ENCFF320CYA","KLF4","MCF-7","RAET1L",2
"ENCFF320CYA.bed.gz","ENCFF320CYA","KLF4","MCF-7","ULBP1",2
"ENCFF320CYA.bed.gz","ENCFF320CYA","KLF4","MCF-7","ULBP2",2
"ENCFF320CYA.bed.gz","ENCFF320CYA","KLF4","MCF-7","ULBP3",2
"ENCFF320PKO.bed.gz","ENCFF320PKO","ATF1","K562","MICA",4
"ENCFF320PKO.bed.gz","ENCFF320PKO","ATF1","K562","MICB",4
"ENCFF320PKO.bed.gz","ENCFF320PKO","ATF1","K562","RAET1E",3
"ENCFF320PKO.bed.gz","ENCFF320PKO","ATF1","K562","RAET1G",2
"ENCFF320PKO.bed.gz","ENCFF320PKO","ATF1","K562","ULBP1",2
"ENCFF320PKO.bed.gz","ENCFF320PKO","ATF1","K562","ULBP2",2
"ENCFF320SOL.bed.gz","ENCFF320SOL","CLOCK","MCF-7","MICA",1
"ENCFF320SOL.bed.gz","ENCFF320SOL","CLOCK","MCF-7","MICB",2
"ENCFF320SOL.bed.gz","ENCFF320SOL","CLOCK","MCF-7","RAET1E",1
"ENCFF320SOL.bed.gz","ENCFF320SOL","CLOCK","MCF-7","ULBP1",1
"ENCFF320SOL.bed.gz","ENCFF320SOL","CLOCK","MCF-7","ULBP2",1
"ENCFF320SOL.bed.gz","ENCFF320SOL","CLOCK","MCF-7","ULBP3",3
"ENCFF320UWD.bed.gz","ENCFF320UWD","FOSL2","SK-N-SH","MICA",1
"ENCFF321GWY.bed.gz","ENCFF321GWY","ATF7","HepG2","MICA",1
"ENCFF321KQD.bed.gz","ENCFF321KQD","CEBPB","K562","MICA",1
"ENCFF321KQD.bed.gz","ENCFF321KQD","CEBPB","K562","ULBP1",1
"ENCFF321LVM.bed.gz","ENCFF321LVM","MYBL2","HepG2","MICA",3
"ENCFF321LVM.bed.gz","ENCFF321LVM","MYBL2","HepG2","MICB",2
"ENCFF321NAD.bed.gz","ENCFF321NAD","KLF6","HepG2","MICA",4
"ENCFF321NAD.bed.gz","ENCFF321NAD","KLF6","HepG2","MICB",4
"ENCFF321NAD.bed.gz","ENCFF321NAD","KLF6","HepG2","ULBP1",2
"ENCFF321NAD.bed.gz","ENCFF321NAD","KLF6","HepG2","ULBP2",1
"ENCFF321NAD.bed.gz","ENCFF321NAD","KLF6","HepG2","ULBP3",2
"ENCFF321TMN.bed.gz","ENCFF321TMN","SP1","K562","ULBP3",2
"ENCFF322HPX.bed.gz","ENCFF322HPX","CREB1","HepG2","MICA",2
"ENCFF323BVF.bed.gz","ENCFF323BVF","ATF3","K562","ULBP1",1
"ENCFF323DFB.bed.gz","ENCFF323DFB","JDP2","HepG2",NA,0
"ENCFF323HOG.bed.gz","ENCFF323HOG","JUND","HepG2","RAET1G",1
"ENCFF323HOG.bed.gz","ENCFF323HOG","JUND","HepG2","RAET1L",1
"ENCFF323HOG.bed.gz","ENCFF323HOG","JUND","HepG2","ULBP2",1
"ENCFF323HOG.bed.gz","ENCFF323HOG","JUND","HepG2","ULBP3",4
"ENCFF324CAS.bed.gz","ENCFF324CAS","ELK1","K562","MICB",1
"ENCFF324CAS.bed.gz","ENCFF324CAS","ELK1","K562","ULBP1",1
"ENCFF324CAS.bed.gz","ENCFF324CAS","ELK1","K562","ULBP2",1
"ENCFF324CAS.bed.gz","ENCFF324CAS","ELK1","K562","ULBP3",3
"ENCFF324CCI.bed.gz","ENCFF324CCI","KLF6","HepG2","MICA",1
"ENCFF324CCI.bed.gz","ENCFF324CCI","KLF6","HepG2","MICB",2
"ENCFF324CCI.bed.gz","ENCFF324CCI","KLF6","HepG2","RAET1E",1
"ENCFF324CCI.bed.gz","ENCFF324CCI","KLF6","HepG2","RAET1L",1
"ENCFF324CCI.bed.gz","ENCFF324CCI","KLF6","HepG2","ULBP3",5
"ENCFF324CEM.bed.gz","ENCFF324CEM","PBX3","SK-N-SH","MICA",2
"ENCFF324CEM.bed.gz","ENCFF324CEM","PBX3","SK-N-SH","ULBP3",1
"ENCFF324ELP.bed.gz","ENCFF324ELP","CREM","K562","MICA",2
"ENCFF324ELP.bed.gz","ENCFF324ELP","CREM","K562","MICB",2
"ENCFF324ELP.bed.gz","ENCFF324ELP","CREM","K562","RAET1E",1
"ENCFF324ELP.bed.gz","ENCFF324ELP","CREM","K562","ULBP1",1
"ENCFF324ELP.bed.gz","ENCFF324ELP","CREM","K562","ULBP2",1
"ENCFF324JTK.bed.gz","ENCFF324JTK","NPAS2","HepG2","ULBP1",2
"ENCFF325KGM.bed.gz","ENCFF325KGM","JUNB","K562","MICB",2
"ENCFF325KGM.bed.gz","ENCFF325KGM","JUNB","K562","ULBP1",1
"ENCFF325KGM.bed.gz","ENCFF325KGM","JUNB","K562","ULBP3",1
"ENCFF325VBX.bed.gz","ENCFF325VBX","CEBPB","HepG2","MICA",1
"ENCFF325VBX.bed.gz","ENCFF325VBX","CEBPB","HepG2","MICB",1
"ENCFF325VBX.bed.gz","ENCFF325VBX","CEBPB","HepG2","RAET1E",2
"ENCFF325VBX.bed.gz","ENCFF325VBX","CEBPB","HepG2","RAET1L",1
"ENCFF325VBX.bed.gz","ENCFF325VBX","CEBPB","HepG2","ULBP1",1
"ENCFF325ZNW.bed.gz","ENCFF325ZNW","MYBL2","HepG2","MICA",2
"ENCFF325ZNW.bed.gz","ENCFF325ZNW","MYBL2","HepG2","MICB",1
"ENCFF326TND.bed.gz","ENCFF326TND","NPAS2","A549",NA,0
"ENCFF327GOE.bed.gz","ENCFF327GOE","ELK1","K562","MICA",2
"ENCFF327GOE.bed.gz","ENCFF327GOE","ELK1","K562","MICB",1
"ENCFF327GOE.bed.gz","ENCFF327GOE","ELK1","K562","RAET1G",1
"ENCFF327GOE.bed.gz","ENCFF327GOE","ELK1","K562","ULBP1",1
"ENCFF327TCE.bed.gz","ENCFF327TCE","MAFK","MCF-7",NA,0
"ENCFF328ADS.bed.gz","ENCFF328ADS","CXXC5","K562","MICA",5
"ENCFF328ADS.bed.gz","ENCFF328ADS","CXXC5","K562","MICB",4
