	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low
OTX1	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	1.4150475975249494e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4	2.2339582243782264e-4
OTX2	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.1187966242727057e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5	2.257136339204093e-5
OVOL1	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	1.5611753337017918e-4	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5	2.6457297649717883e-5
OVOL2	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	8.173093950542103e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5	3.0462690177116813e-5
PATZ1	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.4116858114261654e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3	1.529476119935363e-3
PAX1	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.249837114159879e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5	6.086657121043996e-5
PAX2	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	2.0545472528120444e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4	1.3323973943507724e-4
PAX3	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.357743896599813e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5	6.377556752572663e-5
PAX4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.7140766787794592e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4	1.9557361710592907e-4
PAX5	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.364887610483516e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4	3.5283559741675216e-4
PAX6	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	1.3937104973473914e-3	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4	8.52214834471841e-4
PAX7	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.7248317673370755e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4	1.331352429794509e-4
