	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low
NR5A1	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	6.541266846905042e-5	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4	4.520968472999472e-4
NR5A2	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	3.650987698257846e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4	1.8757652982446407e-4
NR6A1	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	2.161409822502079e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4	3.4549683734573814e-4
NRF1	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.5051353829096e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3	4.2729156216019006e-3
NRL	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	8.47643347138456e-5	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4	1.1273982271881687e-4
OLIG1	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	8.581853176498542e-6	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5	1.3246405638262107e-5
OLIG2	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.412651730726788e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5	4.934946421494836e-5
OLIG3	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.102549790271942e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5	3.4101126964007115e-5
ONECUT1	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	4.647506985977845e-5	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4	1.1639447692971867e-4
ONECUT2	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	3.8361271548361976e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5	7.681682550565056e-5
ONECUT3	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	1.4840618108896307e-4	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5	2.286338965675575e-5
OSR1	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	1.664080499522723e-4	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5	8.426654970722816e-5
OSR2	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	6.610509485112295e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4	5.546090388933536e-4
OTP	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.4389044991871432e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5	1.6089512204624785e-5
