"Experiment","BigWig file 1","BigWig file 2","BigWig file 3","BigWig file 4","BigWig file 5","BigWig file 6","BigWig file 7","BigWig file 8","BigWig file 9","BigWig file 10","BigWig file 11","BigWig file 12","BigWig file 13","BigWig file 14","BigWig file 15","BigWig file 16","BigWig file 17","BigWig file 18","BigWig file 19","BigWig file 20","BigWig file 21","BigWig file 22","Bed file 1","Bed file 2","Bed file 3","Bed file 4","Bed file 5","Bed file 6","Bed file 7","Bed file 8","Bed file 9","Bed file 10","Bed file 11","Bed file 12","Bed file 13","Bed file 14","Bed file 15","Bed file 16","Bed file 17","Bed file 18","Bed file 19","Bed file 20","Bed file 21","Bed file 22","Bed file 23","Bed file 24","Bed file 25","Bed file 26","Bed file 27","Bed file 28","Bed file 29","Bed file 30","Bed file 31","Bed file 32","Bed file 33","Bed file 34","Bed file 35","Bed file 36","Bed file 37","Bed file 38","Bed file 39","Bed file 40","Bed file 41","Bed file 42","Target","Tissue / cell line","Bed output type","BigWig output type"
"ENCSR588AKU","ENCFF093NJH","ENCFF185TTH","ENCFF196VHS","ENCFF198AJC","ENCFF217LOT","ENCFF281EQZ","ENCFF410VFY","ENCFF472QBL","ENCFF495XJF","ENCFF604SPG","ENCFF736QLP","ENCFF796KDJ","ENCFF896ZMR","ENCFF903KVY","ENCFF908OKZ","ENCFF925KZU","ENCFF962DJQ","ENCFF985UVT","-","-","-","-","ENCFF003LPE","ENCFF011EFB","ENCFF049YPY","ENCFF091MQJ","ENCFF136STE","ENCFF147WNH","ENCFF157SQN","ENCFF204LDT","ENCFF206UIN","ENCFF222JOO","ENCFF246VDU","ENCFF259VDF","ENCFF270PPM","ENCFF324JON","ENCFF341RWZ","ENCFF388VTY","ENCFF422BXE","ENCFF437PVP","ENCFF535RVH","ENCFF560AQD","ENCFF588IAG","ENCFF652MSG","ENCFF689EEG","ENCFF768XDX","ENCFF792KIA","ENCFF823CFD","ENCFF833HAU","ENCFF867UFX","ENCFF913CGA","ENCFF929ANK","ENCFF975OUG","ENCFF982USG","-","-","-","-","-","-","-","-","-","-","RUNX1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000BSF","ENCFF000PCF","ENCFF000PCG","ENCFF023RJQ","ENCFF205TXT","ENCFF304KAR","ENCFF560JXP","ENCFF587ZMX","ENCFF739UTG","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000PCA","ENCFF000PCB","ENCFF001UEK","ENCFF001UEL","ENCFF182BYO","ENCFF238ZKL","ENCFF251ULY","ENCFF314MDR","ENCFF519LNU","ENCFF553ICR","ENCFF600MKH","ENCFF680IMK","ENCFF791WHI","ENCFF800LBN","ENCFF912ITB","ENCFF946JCH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SP1","HCT116","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR000BJX","ENCFF000PPV","ENCFF000PPX","ENCFF063EMI","ENCFF156FHC","ENCFF239YXQ","ENCFF269FKT","ENCFF273NBP","ENCFF323LTB","ENCFF388TRD","ENCFF463DNO","ENCFF536NLQ","ENCFF537QIE","ENCFF540UZB","ENCFF614MWS","ENCFF708LBG","ENCFF743EOK","ENCFF748AUC","ENCFF842ZKG","ENCFF956IGM","ENCFF983HDA","-","-","ENCFF000PPS","ENCFF000PPT","ENCFF001UHM","ENCFF001UHN","ENCFF002CLB","ENCFF013MUF","ENCFF030ZOK","ENCFF050BFU","ENCFF105XMS","ENCFF106JLZ","ENCFF109YFI","ENCFF121SXP","ENCFF123KAM","ENCFF154UXU","ENCFF156TSI","ENCFF175VXL","ENCFF217OPW","ENCFF242PEU","ENCFF281GAM","ENCFF289CLN","ENCFF330CLZ","ENCFF338WLU","ENCFF401UHX","ENCFF403LKB","ENCFF420CVJ","ENCFF462LGV","ENCFF532UQX","ENCFF577BBA","ENCFF635UNX","ENCFF636ARM","ENCFF740QPT","ENCFF741WKY","ENCFF806TIM","ENCFF821FYB","ENCFF872KVF","ENCFF874BOQ","ENCFF952JQP","ENCFF955ZCL","-","-","-","-","SP1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR334KIQ","ENCFF108ULG","ENCFF111LJY","ENCFF262IXT","ENCFF275JAS","ENCFF295ZLA","ENCFF321WUZ","ENCFF338XFA","ENCFF348CIS","ENCFF393YVZ","ENCFF398OWD","ENCFF615IZK","ENCFF732DBE","ENCFF775KAX","ENCFF847BWV","ENCFF860LBT","ENCFF934SKZ","ENCFF972FHU","ENCFF990YVI","-","-","-","-","ENCFF008RFM","ENCFF090ZCG","ENCFF127UXF","ENCFF250ATZ","ENCFF269DNZ","ENCFF292SZD","ENCFF316YEL","ENCFF340AVA","ENCFF370RJQ","ENCFF385XEA","ENCFF442OHR","ENCFF485GJV","ENCFF517UED","ENCFF533IUC","ENCFF553OVY","ENCFF566XIZ","ENCFF573ALP","ENCFF594LBX","ENCFF640CWE","ENCFF721SBW","ENCFF730MAR","ENCFF735WMX","ENCFF744GIL","ENCFF834UHI","ENCFF857MEZ","ENCFF879ZKU","ENCFF894JDZ","ENCFF894RIX","ENCFF902CZI","ENCFF904OAW","ENCFF932CTP","ENCFF941BKW","-","-","-","-","-","-","-","-","-","-","SP1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR460YAM","ENCFF052CNH","ENCFF123ZJS","ENCFF572KHJ","ENCFF591TZH","ENCFF739IMQ","ENCFF901DLG","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF022SPK","ENCFF077PGA","ENCFF190CLO","ENCFF237CYM","ENCFF283JYY","ENCFF333SWC","ENCFF351FUG","ENCFF361NRI","ENCFF430MWM","ENCFF458MVB","ENCFF976VQH","ENCFF979OOW","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SP1","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000BKO","ENCFF000QGO","ENCFF000QGP","ENCFF327JLU","ENCFF469VJJ","ENCFF524IWI","ENCFF547JSD","ENCFF617SIR","ENCFF806XMP","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000QGK","ENCFF000QGL","ENCFF001ULF","ENCFF001ULG","ENCFF002CMN","ENCFF171NEU","ENCFF172WTW","ENCFF281VNN","ENCFF340OKH","ENCFF365HQT","ENCFF397VNT","ENCFF528QDU","ENCFF563CWK","ENCFF585IXS","ENCFF694DZO","ENCFF774VBU","ENCFF885ILN","ENCFF964MUO","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SP1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; raw signal; signal p-value"
"ENCSR372IML","ENCFF230QDG","ENCFF329CJW","ENCFF588UII","ENCFF701GZL","ENCFF946YDB","ENCFF982QPJ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF012RTC","ENCFF052HWH","ENCFF088XXV","ENCFF194MEG","ENCFF412ERW","ENCFF557JEI","ENCFF583RCF","ENCFF858NWA","ENCFF932QXK","ENCFF949ZGR","ENCFF967VSP","ENCFF994TVF","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","SP1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR991ELG","ENCFF080JAQ","ENCFF095MOZ","ENCFF138WNS","ENCFF312USY","ENCFF392NPE","ENCFF393LAG","ENCFF460URK","ENCFF470GKX","ENCFF475BKW","ENCFF535EXG","ENCFF564UBH","ENCFF591WIF","ENCFF705YWG","ENCFF723RKS","ENCFF800EGY","ENCFF852GWP","ENCFF858NSY","ENCFF937KOI","ENCFF949TXJ","ENCFF959WMB","-","-","ENCFF016CHB","ENCFF058NMZ","ENCFF103ESU","ENCFF134ZBV","ENCFF144LSV","ENCFF186BVP","ENCFF196SRM","ENCFF218MUY","ENCFF254OXE","ENCFF269COU","ENCFF269OJD","ENCFF295FVL","ENCFF297KAT","ENCFF300XUA","ENCFF321TMN","ENCFF343ROL","ENCFF353BTM","ENCFF385WQK","ENCFF422VXS","ENCFF440HZQ","ENCFF442GMI","ENCFF452LDK","ENCFF459WKK","ENCFF482RLB","ENCFF493WDK","ENCFF553GPK","ENCFF567GOG","ENCFF580JOU","ENCFF594WZU","ENCFF621FNG","ENCFF638ARM","ENCFF695MSY","ENCFF699WES","ENCFF778OYJ","ENCFF781JUI","ENCFF790ETX","ENCFF816NKN","ENCFF907BMO","ENCFF919QMR","ENCFF930GII","ENCFF984FGT","ENCFF988KHX","SP1","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR729LGA","ENCFF072FPF","ENCFF252CGO","ENCFF367HVY","ENCFF372HZF","ENCFF475AXY","ENCFF544VRA","ENCFF578WOS","ENCFF683BMX","ENCFF728ACW","ENCFF733ULS","ENCFF764MBT","ENCFF808WHA","ENCFF816FRQ","ENCFF833MFJ","ENCFF855KDI","ENCFF914AMC","ENCFF972WEP","ENCFF992MXL","-","-","-","-","ENCFF003QBR","ENCFF007UBL","ENCFF040NYA","ENCFF048LHN","ENCFF068TLE","ENCFF096VAL","ENCFF099AQK","ENCFF141BNU","ENCFF158DBH","ENCFF193MKL","ENCFF202YLB","ENCFF226EHS","ENCFF244BWI","ENCFF260NAL","ENCFF265MXE","ENCFF366HLG","ENCFF395KVX","ENCFF402AXD","ENCFF546ASI","ENCFF577EMC","ENCFF595RYO","ENCFF694KUN","ENCFF719FJX","ENCFF747HNM","ENCFF829RKA","ENCFF848WYC","ENCFF852HEY","ENCFF886XES","ENCFF906FNE","ENCFF917FYS","ENCFF932UJX","ENCFF990HAQ","-","-","-","-","-","-","-","-","-","-","SP1","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR228ZYW","ENCFF349FNX","ENCFF362LFW","ENCFF440RUA","ENCFF456SPW","ENCFF625LBD","ENCFF837CRJ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF009YMJ","ENCFF129ITL","ENCFF247GAV","ENCFF251LXH","ENCFF338WQK","ENCFF370LZV","ENCFF436DSV","ENCFF452GAA","ENCFF655MFA","ENCFF792HJI","ENCFF799IGV","ENCFF861MUF","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","STAT6","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR338UQU","ENCFF016RXT","ENCFF045JLG","ENCFF417FDY","ENCFF484VIJ","ENCFF723LAT","ENCFF986XUA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF084FOM","ENCFF187PVW","ENCFF332UTL","ENCFF444HZW","ENCFF507BNV","ENCFF598VGY","ENCFF707AZM","ENCFF761EUT","ENCFF793HHE","ENCFF856BIM","ENCFF863LIH","ENCFF924PUV","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","STAT6","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000EDD","ENCFF000XLZ","ENCFF052OHA","ENCFF080OUC","ENCFF085NBK","ENCFF182VXC","ENCFF240CPY","ENCFF471YDW","ENCFF613AQY","ENCFF613BCN","ENCFF675QYW","ENCFF859VTH","ENCFF936GLP","ENCFF982KHU","-","-","-","-","-","-","-","-","-","ENCFF000XLY","ENCFF001VJK","ENCFF002CTI","ENCFF015KEW","ENCFF183XEO","ENCFF206LVL","ENCFF224URS","ENCFF237THN","ENCFF274GUO","ENCFF280QHH","ENCFF294GKW","ENCFF302RQH","ENCFF363NQY","ENCFF388FMU","ENCFF443VKQ","ENCFF479XFB","ENCFF550JMT","ENCFF603TAS","ENCFF673CEF","ENCFF715NNJ","ENCFF831MMX","ENCFF915SFW","ENCFF944ZYO","ENCFF952JSA","ENCFF980ZNY","ENCFF990SXT","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","TBP","HeLa-S3","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR000EEL","ENCFF000XYR","ENCFF113DEU","ENCFF147UHT","ENCFF214OYV","ENCFF220BXQ","ENCFF320AAR","ENCFF336NAP","ENCFF422EPR","ENCFF445DOK","ENCFF483AQM","ENCFF576NZL","ENCFF630QWC","ENCFF800RDB","ENCFF866DNH","ENCFF870BYS","ENCFF884QLY","ENCFF887QFA","ENCFF892FNY","ENCFF931JMB","-","-","-","ENCFF000XYO","ENCFF001VLC","ENCFF002CUW","ENCFF020TWU","ENCFF023IVD","ENCFF023MAK","ENCFF075LXO","ENCFF146NGT","ENCFF174NJI","ENCFF198GZQ","ENCFF223MDO","ENCFF263KDS","ENCFF410SPO","ENCFF415JBR","ENCFF423PGJ","ENCFF425TFY","ENCFF469IRK","ENCFF474AXO","ENCFF500OTO","ENCFF534GKQ","ENCFF550WHD","ENCFF565SBG","ENCFF584CNF","ENCFF627MGO","ENCFF645UAN","ENCFF749WNR","ENCFF791JVM","ENCFF805RZX","ENCFF816DFD","ENCFF833LHU","ENCFF850IXF","ENCFF908UPV","ENCFF913WCC","ENCFF915ZQD","ENCFF934OXN","ENCFF967KDT","-","-","-","-","-","-","TBP","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR798KXG","ENCFF039ZTR","ENCFF049IJI","ENCFF261UDH","ENCFF579MWE","ENCFF721NBR","ENCFF898KEI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF068UNL","ENCFF088VTL","ENCFF196KRF","ENCFF242ZCY","ENCFF404PXW","ENCFF578NDV","ENCFF612CEB","ENCFF734RDL","ENCFF764IYH","ENCFF897VKU","ENCFF935CJP","ENCFF961AVK","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","TBP","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000EHA","ENCFF000ZBQ","ENCFF088UNT","ENCFF098FKU","ENCFF173KQH","ENCFF279YVD","ENCFF459AAR","ENCFF519SCV","ENCFF535PDX","ENCFF727KHF","ENCFF752GLM","ENCFF778YKO","ENCFF836RGM","ENCFF984HBV","-","-","-","-","-","-","-","-","-","ENCFF000ZBO","ENCFF001VPC","ENCFF002CYK","ENCFF021WSF","ENCFF022TYK","ENCFF159SBO","ENCFF173KLF","ENCFF182IDO","ENCFF228WNY","ENCFF234DFK","ENCFF246WEV","ENCFF307DMW","ENCFF370YGS","ENCFF380FJL","ENCFF400WZT","ENCFF523ODF","ENCFF545FAT","ENCFF609UTS","ENCFF728HXI","ENCFF877AND","ENCFF891AHH","ENCFF901UYM","ENCFF942JYP","ENCFF952CIN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","TBP","K562","conservative IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
