"Experiment","BigWig file 1","BigWig file 2","BigWig file 3","BigWig file 4","BigWig file 5","BigWig file 6","BigWig file 7","BigWig file 8","BigWig file 9","BigWig file 10","BigWig file 11","BigWig file 12","BigWig file 13","BigWig file 14","BigWig file 15","BigWig file 16","BigWig file 17","BigWig file 18","BigWig file 19","BigWig file 20","BigWig file 21","BigWig file 22","Bed file 1","Bed file 2","Bed file 3","Bed file 4","Bed file 5","Bed file 6","Bed file 7","Bed file 8","Bed file 9","Bed file 10","Bed file 11","Bed file 12","Bed file 13","Bed file 14","Bed file 15","Bed file 16","Bed file 17","Bed file 18","Bed file 19","Bed file 20","Bed file 21","Bed file 22","Bed file 23","Bed file 24","Bed file 25","Bed file 26","Bed file 27","Bed file 28","Bed file 29","Bed file 30","Bed file 31","Bed file 32","Bed file 33","Bed file 34","Bed file 35","Bed file 36","Bed file 37","Bed file 38","Bed file 39","Bed file 40","Bed file 41","Bed file 42","Target","Tissue / cell line","Bed output type","BigWig output type"
"ENCSR795IYP","ENCFF011IXA","ENCFF051BIA","ENCFF227WDE","ENCFF243YUM","ENCFF248DQQ","ENCFF269XNA","ENCFF276BQI","ENCFF316GIH","ENCFF357LSR","ENCFF396CZE","ENCFF511DBK","ENCFF604ULO","ENCFF656EDK","ENCFF694DDU","ENCFF726ECH","ENCFF728OZL","ENCFF799YBH","ENCFF956ZZP","-","-","-","-","ENCFF026HSJ","ENCFF030GQP","ENCFF054HTL","ENCFF090NVW","ENCFF123BAT","ENCFF127XOZ","ENCFF148NLQ","ENCFF158NUX","ENCFF176AUZ","ENCFF209OUI","ENCFF250FUO","ENCFF267VFV","ENCFF325KGM","ENCFF328OCA","ENCFF368FRQ","ENCFF382HOA","ENCFF426DUB","ENCFF475YLO","ENCFF491ERB","ENCFF521NPG","ENCFF525YHW","ENCFF529CTW","ENCFF568VQS","ENCFF687TKV","ENCFF736LSP","ENCFF739XTO","ENCFF785CFE","ENCFF823FMJ","ENCFF867NYH","ENCFF883ODA","ENCFF953QWL","ENCFF997SXB","-","-","-","-","-","-","-","-","-","-","JUNB","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000BSA","ENCFF000PAA","ENCFF000PAB","ENCFF005TMO","ENCFF024PXO","ENCFF136DCL","ENCFF193VLH","ENCFF199BDI","ENCFF209ILW","ENCFF332SUM","ENCFF364BNV","ENCFF395RRX","ENCFF413DFS","ENCFF415KJH","ENCFF537AUT","ENCFF580SZH","ENCFF629EVV","ENCFF647MFN","ENCFF744UBU","ENCFF826EKY","ENCFF999JKB","-","-","ENCFF000OZW","ENCFF000OZX","ENCFF001UDY","ENCFF001UDZ","ENCFF021RCH","ENCFF032QAB","ENCFF043RCO","ENCFF080RVQ","ENCFF088WYS","ENCFF204MZD","ENCFF215YYW","ENCFF258AQQ","ENCFF267EWE","ENCFF277ZOA","ENCFF303AHQ","ENCFF333VCK","ENCFF353MSD","ENCFF378LWF","ENCFF383XWW","ENCFF405WVS","ENCFF429KES","ENCFF455DFQ","ENCFF488HDC","ENCFF606TLM","ENCFF644YOS","ENCFF656PAC","ENCFF740JTO","ENCFF748ZQX","ENCFF772HIT","ENCFF833ZRV","ENCFF835WVR","ENCFF848GBZ","ENCFF950JTT","ENCFF973IDD","ENCFF987GKK","ENCFF998KDQ","-","-","-","-","-","-","JUND","HCT116","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000EDH","ENCFF000XGN","ENCFF007SRC","ENCFF124KHR","ENCFF570AKV","ENCFF687DOT","ENCFF694NVD","ENCFF756JBL","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000XGM","ENCFF001VIQ","ENCFF002CSP","ENCFF084WWX","ENCFF174VPI","ENCFF310CQP","ENCFF357JCS","ENCFF388CXH","ENCFF415FMC","ENCFF531RIP","ENCFF549UBA","ENCFF556TOJ","ENCFF642OHL","ENCFF734HUF","ENCFF965IPR","ENCFF995QMN","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","JUND","HeLa-S3","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; signal; signal p-value"
"ENCSR000BGK","ENCFF000PKG","ENCFF000PKI","ENCFF009FVW","ENCFF065IZC","ENCFF160REC","ENCFF175JWK","ENCFF219MKG","ENCFF322HOR","ENCFF369EIQ","ENCFF402COT","ENCFF403CKU","ENCFF487YGR","ENCFF506FJI","ENCFF537BRA","ENCFF612PXP","ENCFF653QPS","ENCFF732WKO","ENCFF819OYG","ENCFF845GWW","ENCFF895YEO","-","-","ENCFF000PKD","ENCFF000PKE","ENCFF001UGK","ENCFF001UGL","ENCFF002CKP","ENCFF076ZKJ","ENCFF096JJG","ENCFF164PZP","ENCFF172HFZ","ENCFF194NEV","ENCFF265CMT","ENCFF305OER","ENCFF308OYP","ENCFF320MYM","ENCFF323HOG","ENCFF326BMU","ENCFF340LIP","ENCFF413IZF","ENCFF466HNP","ENCFF483RLR","ENCFF528STQ","ENCFF539GRW","ENCFF577XUM","ENCFF588TYF","ENCFF596AJD","ENCFF662YLE","ENCFF684IDW","ENCFF721HUX","ENCFF739DWK","ENCFF768ZRJ","ENCFF886LBC","ENCFF938YQW","ENCFF944CEW","ENCFF953YCY","ENCFF963NVS","ENCFF971UIP","ENCFF983CJI","ENCFF999AFA","-","-","-","-","JUND","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000EEI","ENCFF000XTJ","ENCFF028CZW","ENCFF049VHU","ENCFF103TQH","ENCFF109WRJ","ENCFF243ZJS","ENCFF276MXL","ENCFF334SAY","ENCFF335URU","ENCFF347VZB","ENCFF424CPW","ENCFF562GOQ","ENCFF712CYB","ENCFF720EHK","ENCFF768EOT","ENCFF776HXA","ENCFF876YHP","ENCFF953VNU","ENCFF993LAG","-","-","-","ENCFF000XTI","ENCFF001VKI","ENCFF002CUF","ENCFF040TDG","ENCFF085GOJ","ENCFF113OUV","ENCFF185JWL","ENCFF190IVH","ENCFF229VWM","ENCFF248WNB","ENCFF281KZH","ENCFF285KGJ","ENCFF340RUQ","ENCFF344DTP","ENCFF374SMH","ENCFF379KKX","ENCFF396EWL","ENCFF430PEI","ENCFF475AUL","ENCFF527GYY","ENCFF535OOE","ENCFF562YSV","ENCFF572MTC","ENCFF596XCU","ENCFF602UQI","ENCFF716IBZ","ENCFF738FFP","ENCFF843XOC","ENCFF854NRG","ENCFF869OPW","ENCFF880ETD","ENCFF882PYV","ENCFF923ZXM","ENCFF951EMI","ENCFF964XWW","ENCFF979RHK","-","-","-","-","-","-","JUND","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR282ZLP","ENCFF363OFJ","ENCFF538ASI","ENCFF605RIB","ENCFF689TTF","ENCFF742HON","ENCFF921YOY","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF045ORD","ENCFF128XSA","ENCFF351WFR","ENCFF380TRF","ENCFF383BYS","ENCFF432YUM","ENCFF448MMC","ENCFF610THO","ENCFF662KJW","ENCFF816JWH","ENCFF858IZV","ENCFF892VNS","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","JUND","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR000DJX","ENCFF000ZUO","ENCFF190LMJ","ENCFF305WNW","ENCFF317BYL","ENCFF350YXS","ENCFF787BZQ","ENCFF805COW","ENCFF896RLT","ENCFF931KUD","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF000ZUM","ENCFF001VRL","ENCFF002DDZ","ENCFF054AZX","ENCFF178SFK","ENCFF190FYA","ENCFF273KIA","ENCFF306FZR","ENCFF336RCR","ENCFF353AMN","ENCFF434JDK","ENCFF502JNF","ENCFF504EPZ","ENCFF559WOL","ENCFF580LUY","ENCFF620EMB","ENCFF698OYZ","ENCFF702EAV","ENCFF738JVC","ENCFF748PEZ","ENCFF784MQG","ENCFF849VCJ","ENCFF884YAM","ENCFF932HPG","ENCFF981UQX","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","JUND","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks","fold change over control; signal; signal p-value"
"ENCSR000EGN","ENCFF000YSG","ENCFF024PVQ","ENCFF152HXM","ENCFF206VHL","ENCFF223ARA","ENCFF223USW","ENCFF253NTK","ENCFF296KNV","ENCFF298JHY","ENCFF394ZYD","ENCFF428CGY","ENCFF517VVZ","ENCFF599WWQ","ENCFF709JGL","ENCFF788JLS","ENCFF825PKD","ENCFF916YPG","ENCFF947ZIF","ENCFF985WIP","-","-","-","ENCFF000YSB","ENCFF001VNP","ENCFF002CWZ","ENCFF044BSU","ENCFF067ULI","ENCFF115PVX","ENCFF139PBV","ENCFF159IRT","ENCFF177OAE","ENCFF201ONX","ENCFF213EYD","ENCFF306SZL","ENCFF309RNQ","ENCFF334CNE","ENCFF337DKJ","ENCFF367HPL","ENCFF382LAV","ENCFF416NHC","ENCFF471YUP","ENCFF527HNJ","ENCFF568UCC","ENCFF571YBD","ENCFF583SWV","ENCFF587WTI","ENCFF587YQM","ENCFF732RSA","ENCFF774OPQ","ENCFF779WXV","ENCFF825BBJ","ENCFF826HDC","ENCFF830LVJ","ENCFF833EDX","ENCFF836THT","ENCFF844LUC","ENCFF941ZJD","ENCFF993QSS","-","-","-","-","-","-","JUND","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR000BSU","ENCFF000QNX","ENCFF000QNZ","ENCFF025DDJ","ENCFF097DTL","ENCFF117QCR","ENCFF212RCM","ENCFF293IEK","ENCFF419VMF","ENCFF459CCO","ENCFF592VHQ","ENCFF659PGL","ENCFF773ITT","ENCFF971MFL","ENCFF990FGN","-","-","-","-","-","-","-","-","ENCFF000QNV","ENCFF000QNW","ENCFF001UNB","ENCFF001UNC","ENCFF011ZXF","ENCFF106WSZ","ENCFF137YPW","ENCFF191RGT","ENCFF207SFL","ENCFF336KYQ","ENCFF363UHS","ENCFF398OOD","ENCFF410GJQ","ENCFF431FHJ","ENCFF450KFZ","ENCFF492TJT","ENCFF520XQJ","ENCFF559LYQ","ENCFF569ZCY","ENCFF624QFG","ENCFF691ERI","ENCFF880POK","ENCFF904TDY","ENCFF918BVV","ENCFF974PIY","ENCFF984GNQ","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","JUND","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000BSK","ENCFF000QYX","ENCFF000QYY","ENCFF008ACO","ENCFF118FAD","ENCFF120SAA","ENCFF120UGE","ENCFF211DPV","ENCFF215WJC","ENCFF276HDG","ENCFF280DUN","ENCFF307ORU","ENCFF611VUO","ENCFF632OZB","ENCFF694UHP","ENCFF696GTA","ENCFF708DCK","ENCFF720DEN","ENCFF782WCH","ENCFF833UPK","ENCFF971ZVP","-","-","ENCFF000QYU","ENCFF000QYV","ENCFF001UPJ","ENCFF001UPK","ENCFF017VIF","ENCFF022MEO","ENCFF030BUN","ENCFF030PVU","ENCFF040FMV","ENCFF089OSZ","ENCFF101JCE","ENCFF102VVD","ENCFF217QFC","ENCFF237OAO","ENCFF246HKM","ENCFF260WYV","ENCFF268LGW","ENCFF314FHH","ENCFF371YQD","ENCFF449NTK","ENCFF510VMW","ENCFF514HVB","ENCFF533YSW","ENCFF551NEQ","ENCFF598ZLV","ENCFF609JZI","ENCFF627FTK","ENCFF682AGQ","ENCFF749ZWC","ENCFF773HQL","ENCFF775TSR","ENCFF775ZJV","ENCFF866YBG","ENCFF911WUS","ENCFF911YCG","ENCFF985NMS","-","-","-","-","-","-","JUND","SK-N-SH","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR000EIB","ENCFF000ZRA","ENCFF057ORD","ENCFF080JPS","ENCFF171HRB","ENCFF309DSW","ENCFF330SJY","ENCFF342EXG","ENCFF391WNW","ENCFF409LXK","ENCFF455MBE","ENCFF485VUP","ENCFF503FCH","ENCFF564QYU","ENCFF580MKM","ENCFF715DSD","ENCFF728HYA","ENCFF752SSO","ENCFF966LSY","ENCFF969FAZ","-","-","-","ENCFF000ZQU","ENCFF001VQY","ENCFF012GCK","ENCFF088OCU","ENCFF109HIE","ENCFF128ZDJ","ENCFF130QNO","ENCFF133YVZ","ENCFF146MHU","ENCFF149GQH","ENCFF177MTC","ENCFF187QQB","ENCFF313VAP","ENCFF372VSG","ENCFF398EYK","ENCFF400HTG","ENCFF413ZYK","ENCFF424SFJ","ENCFF502MQP","ENCFF509DHS","ENCFF630ACD","ENCFF667QYA","ENCFF673PTK","ENCFF693HAG","ENCFF698CVX","ENCFF717QHE","ENCFF830ZWP","ENCFF833JKZ","ENCFF841LOQ","ENCFF889PON","ENCFF937KAC","ENCFF965GWV","ENCFF971JKN","ENCFF987IOK","-","-","-","-","-","-","-","-","JUND","SK-N-SH","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR000BVO","ENCFF000RIZ","ENCFF000RJA","ENCFF124UZD","ENCFF189GNX","ENCFF193WJC","ENCFF215AGB","ENCFF253CLT","ENCFF301TUF","ENCFF407QCB","ENCFF408HVX","ENCFF441QXC","ENCFF456VAJ","ENCFF664URQ","ENCFF779GBG","ENCFF816VPW","ENCFF843QYF","ENCFF849QQY","ENCFF893HXZ","ENCFF900WNY","ENCFF970LMA","-","-","ENCFF000RIU","ENCFF000RIV","ENCFF001URN","ENCFF001URO","ENCFF005KIN","ENCFF019OJA","ENCFF021UIJ","ENCFF049LVE","ENCFF050GFU","ENCFF059RDK","ENCFF081YPW","ENCFF114OBJ","ENCFF177MVH","ENCFF222ANT","ENCFF242EJE","ENCFF274TYW","ENCFF289KHP","ENCFF311RHP","ENCFF318BWX","ENCFF318CQV","ENCFF370VUY","ENCFF413RAY","ENCFF443NTW","ENCFF489OBX","ENCFF559XYD","ENCFF667DBD","ENCFF715TUS","ENCFF718MNT","ENCFF723KWI","ENCFF772MXQ","ENCFF789XPH","ENCFF809ANI","ENCFF946YUA","ENCFF990DHD","ENCFF991JQD","ENCFF998KZR","-","-","-","-","-","-","JUND","T47D","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; raw signal; signal p-value"
"ENCSR265WJC","ENCFF003EEV","ENCFF070JYX","ENCFF106DOS","ENCFF161PFH","ENCFF207GXZ","ENCFF245TUO","ENCFF306WEW","ENCFF358OTV","ENCFF543VDM","ENCFF585UZM","ENCFF761ZKW","ENCFF806UIT","ENCFF856AFX","ENCFF875BGS","ENCFF931DRI","ENCFF933PTH","ENCFF937LUU","ENCFF977RYR","-","-","-","-","ENCFF017FLM","ENCFF067AJU","ENCFF070OJG","ENCFF116RJK","ENCFF158OLY","ENCFF205SQN","ENCFF287QDZ","ENCFF320CYA","ENCFF410BQG","ENCFF417DAH","ENCFF429OUG","ENCFF435SSM","ENCFF441YSV","ENCFF461CLM","ENCFF463ZWH","ENCFF480PNV","ENCFF536WWR","ENCFF600NMQ","ENCFF642JAM","ENCFF688RBD","ENCFF751FQC","ENCFF763SZW","ENCFF766XZG","ENCFF775HCL","ENCFF792BDD","ENCFF801NRS","ENCFF816HXT","ENCFF897LGZ","ENCFF908SGD","ENCFF948KTQ","ENCFF956NPN","ENCFF974WCC","-","-","-","-","-","-","-","-","-","-","KLF4","MCF-7","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR757EKM","ENCFF023MRH","ENCFF164TLX","ENCFF169LUQ","ENCFF215RSZ","ENCFF221YOP","ENCFF264GZR","ENCFF272DSB","ENCFF342MCF","ENCFF369GQG","ENCFF385BDJ","ENCFF408ERB","ENCFF484OPC","ENCFF560DZL","ENCFF606HVW","ENCFF638EMD","ENCFF662ZOU","ENCFF696FDC","ENCFF935KBE","-","-","-","-","ENCFF060MHT","ENCFF080HGA","ENCFF129VTP","ENCFF165UPE","ENCFF175VJE","ENCFF259LBW","ENCFF259VLC","ENCFF264SCG","ENCFF282RMU","ENCFF290IVM","ENCFF321NAD","ENCFF324CCI","ENCFF353TIB","ENCFF385CUC","ENCFF407YHS","ENCFF506BOO","ENCFF615XRM","ENCFF644KYH","ENCFF663UAG","ENCFF691KQK","ENCFF711GIA","ENCFF713HVN","ENCFF741DLL","ENCFF759VEI","ENCFF785ZAY","ENCFF826UBD","ENCFF831YRJ","ENCFF834YJR","ENCFF926ZAY","ENCFF980OTF","-","-","-","-","-","-","-","-","-","-","-","-","KLF6","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR297CGF","ENCFF003OOU","ENCFF118JHA","ENCFF129SVN","ENCFF434RUB","ENCFF770WTY","ENCFF955XUI","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF060XHO","ENCFF128SLD","ENCFF212VKQ","ENCFF519LNL","ENCFF563ZJM","ENCFF593KSA","ENCFF639DEG","ENCFF719ZPW","ENCFF723JNI","ENCFF855INH","ENCFF948QSP","ENCFF988RJK","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","KLF6","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR140DSL","ENCFF024VPZ","ENCFF099QDI","ENCFF154XAD","ENCFF203LEO","ENCFF210ASQ","ENCFF218QWU","ENCFF230VKS","ENCFF230ZYH","ENCFF270YXB","ENCFF320OIL","ENCFF384GIM","ENCFF404NTU","ENCFF428DLR","ENCFF453QDD","ENCFF478JTG","ENCFF591QCR","ENCFF638ZBF","ENCFF835YXI","ENCFF896JUM","ENCFF908SKO","-","-","ENCFF019USC","ENCFF052TGN","ENCFF087CHX","ENCFF097SYL","ENCFF117VVI","ENCFF145POH","ENCFF150CRB","ENCFF166SXU","ENCFF177JGY","ENCFF186NSL","ENCFF203SSN","ENCFF233PJI","ENCFF271KFE","ENCFF272ZMP","ENCFF280WZN","ENCFF308ALE","ENCFF328DSQ","ENCFF355UVY","ENCFF358MCH","ENCFF404JHL","ENCFF411BAO","ENCFF432JOE","ENCFF492VYK","ENCFF507YIO","ENCFF510JMY","ENCFF511CFI","ENCFF554QCN","ENCFF567MLT","ENCFF575MOS","ENCFF641LIZ","ENCFF648QBS","ENCFF670CRK","ENCFF672LKL","ENCFF692TOS","ENCFF750CVD","ENCFF783SBT","ENCFF803NDE","ENCFF853WGC","ENCFF922ANL","ENCFF928RGF","ENCFF939XMX","ENCFF997ZWI","MAFF","HeLa-S3","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000EEC","ENCFF000XTP","ENCFF035AQY","ENCFF069KUZ","ENCFF173ZQX","ENCFF237PHI","ENCFF489KDC","ENCFF517DCA","ENCFF537VVN","ENCFF550UII","ENCFF604OER","ENCFF647KGV","ENCFF675WVK","ENCFF721CND","ENCFF730XEF","ENCFF774NIT","ENCFF799EXZ","ENCFF863EMC","ENCFF978RLF","ENCFF998ARN","-","-","-","ENCFF000XTM","ENCFF001VKJ","ENCFF002CUG","ENCFF003CWL","ENCFF005YUC","ENCFF113UJX","ENCFF122ZJC","ENCFF156WCG","ENCFF163JVC","ENCFF169XOL","ENCFF175OAK","ENCFF256ARZ","ENCFF273IOC","ENCFF300VXA","ENCFF357OHG","ENCFF390PLR","ENCFF412OHR","ENCFF452YUT","ENCFF493TIR","ENCFF530NCV","ENCFF531TOE","ENCFF538LGE","ENCFF611VKE","ENCFF613UIO","ENCFF641VDP","ENCFF643LNZ","ENCFF645NAR","ENCFF684ASX","ENCFF715UNN","ENCFF721CTA","ENCFF734PRL","ENCFF735OJR","ENCFF803LBU","ENCFF849KES","ENCFF945KNT","ENCFF980FXE","-","-","-","-","-","-","MAFF","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR000EGI","ENCFF000YSU","ENCFF117DXF","ENCFF138YWW","ENCFF177AET","ENCFF203KGP","ENCFF261CZF","ENCFF281FHT","ENCFF291VIM","ENCFF433YJU","ENCFF527POU","ENCFF614NSR","ENCFF632KEX","ENCFF646YDM","ENCFF654DYQ","ENCFF750ZMW","ENCFF754JJU","ENCFF855QPP","ENCFF931BLV","ENCFF996LNX","-","-","-","ENCFF000YSP","ENCFF001VNQ","ENCFF002CXB","ENCFF003UXM","ENCFF058FWB","ENCFF071YKK","ENCFF092VSW","ENCFF119AHD","ENCFF214UAD","ENCFF283WGH","ENCFF308IXJ","ENCFF389AAK","ENCFF413VIZ","ENCFF425KOG","ENCFF452YZB","ENCFF454FVR","ENCFF457KMD","ENCFF483XQO","ENCFF485ROE","ENCFF498MGH","ENCFF531ILB","ENCFF551JGN","ENCFF583NBG","ENCFF620OUB","ENCFF644ESG","ENCFF700ZVY","ENCFF755LJZ","ENCFF760CHV","ENCFF761LUX","ENCFF791MGR","ENCFF804CGG","ENCFF849GPV","ENCFF864KPF","ENCFF923EUY","ENCFF939WDM","ENCFF956THC","-","-","-","-","-","-","MAFF","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
"ENCSR708KAA","ENCFF082AJU","ENCFF136CAF","ENCFF548AKR","ENCFF783WKW","ENCFF861JNT","ENCFF895YRH","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","ENCFF311PMU","ENCFF422NZT","ENCFF483FCL","ENCFF509XEH","ENCFF580BFZ","ENCFF656MRW","ENCFF681DZK","ENCFF837FAF","ENCFF865YCE","ENCFF914NRR","ENCFF944IDN","ENCFF969FUR","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","MAFG","HepG2","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks","fold change over control; signal p-value"
"ENCSR818DQV","ENCFF030QUO","ENCFF042GTZ","ENCFF056BBN","ENCFF077OWF","ENCFF107IDU","ENCFF131CUG","ENCFF152GXE","ENCFF222GKQ","ENCFF294GWN","ENCFF359RYZ","ENCFF411VSL","ENCFF469ZJN","ENCFF526POD","ENCFF659WJQ","ENCFF667DAO","ENCFF752WMP","ENCFF815ZUP","ENCFF835BYU","-","-","-","-","ENCFF166ADO","ENCFF195WPU","ENCFF213YRQ","ENCFF271XRG","ENCFF280EDT","ENCFF303MOG","ENCFF315YPV","ENCFF361OOM","ENCFF393CCU","ENCFF421KPL","ENCFF424TZL","ENCFF455EEO","ENCFF458UTN","ENCFF467IGT","ENCFF493DXA","ENCFF513DQS","ENCFF531MOW","ENCFF544XCR","ENCFF571LUR","ENCFF619UGC","ENCFF638THQ","ENCFF652JKA","ENCFF668ZJU","ENCFF675ZRI","ENCFF703AYW","ENCFF728PSO","ENCFF748CBU","ENCFF881CUS","ENCFF918WGH","ENCFF921SVE","ENCFF927JBT","ENCFF984LWO","-","-","-","-","-","-","-","-","-","-","MAFG","K562","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR541WQI","ENCFF079NZM","ENCFF180UMG","ENCFF188LWR","ENCFF236OMJ","ENCFF276PUM","ENCFF362HUT","ENCFF367JBJ","ENCFF414CSM","ENCFF455WUT","ENCFF520TWL","ENCFF571NAI","ENCFF587ZDU","ENCFF601YCS","ENCFF658EZL","ENCFF722POZ","ENCFF757FDG","ENCFF874VJJ","ENCFF946HIA","-","-","-","-","ENCFF036CKK","ENCFF129FEV","ENCFF141EHU","ENCFF171KTF","ENCFF182TDM","ENCFF186IGF","ENCFF249MVF","ENCFF331AZY","ENCFF353WKX","ENCFF355CDU","ENCFF371EPR","ENCFF405ULY","ENCFF425RWH","ENCFF433MKF","ENCFF447PYN","ENCFF470INQ","ENCFF530ZTE","ENCFF591MWE","ENCFF631VUG","ENCFF750CJG","ENCFF767LEL","ENCFF774ZGC","ENCFF813WJW","ENCFF886KDA","ENCFF907VZS","ENCFF914BHD","ENCFF928TIZ","ENCFF966JUD","ENCFF971EBE","ENCFF973PJK","ENCFF986FPB","ENCFF994KMW","-","-","-","-","-","-","-","-","-","-","MAFK","A549","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks and background as input for IDR","fold change over control; signal p-value"
"ENCSR000ECK","ENCFF000XGZ","ENCFF028NMN","ENCFF065SON","ENCFF067MOE","ENCFF070WOO","ENCFF208BXU","ENCFF214FYH","ENCFF265ZEY","ENCFF330LPO","ENCFF401GZC","ENCFF556HSM","ENCFF587UOL","ENCFF667NHG","ENCFF679EHK","ENCFF719DWR","ENCFF739HNF","ENCFF743JCQ","ENCFF928GGW","ENCFF949NBY","-","-","-","ENCFF000XGU","ENCFF001VIR","ENCFF002CSQ","ENCFF029QZR","ENCFF083NFC","ENCFF113OXD","ENCFF123SPG","ENCFF143KQP","ENCFF212DAY","ENCFF254FTP","ENCFF285KTD","ENCFF304XGR","ENCFF314ZCZ","ENCFF317LOZ","ENCFF328BUR","ENCFF328IZQ","ENCFF331ISN","ENCFF396OTQ","ENCFF405BKG","ENCFF416IPZ","ENCFF425IRA","ENCFF459PTW","ENCFF488ICN","ENCFF535EJU","ENCFF539LTD","ENCFF587DWX","ENCFF611JXU","ENCFF724ECR","ENCFF742HOV","ENCFF762XJO","ENCFF796KTU","ENCFF891TSI","ENCFF921ECQ","ENCFF956PMM","ENCFF982XOA","ENCFF994SFB","-","-","-","-","-","-","MAFK","HeLa-S3","conservative IDR thresholded peaks; IDR ranked peaks; IDR thresholded peaks; optimal IDR thresholded peaks; peaks; peaks and background as input for IDR","fold change over control; signal; signal p-value"
