ModelID	CellLineName	StrippedCellLineName	CCLEName	OncotreeLineage	OncotreePrimaryDisease	OncotreeSubtype	Gene	GeneEffect
ACH-000976	HuCCT1	HUCCT1	HUCCT1_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP1	0.135826129662454
ACH-000976	HuCCT1	HUCCT1	HUCCT1_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP2	-0.211073376930491
ACH-000976	HuCCT1	HUCCT1	HUCCT1_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP3	-0.0889151091308353
ACH-000976	HuCCT1	HUCCT1	HUCCT1_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP4	0.271937339006946
ACH-000976	HuCCT1	HUCCT1	HUCCT1_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP5	-0.0143773035519974
ACH-000976	HuCCT1	HUCCT1	HUCCT1_BILIARY_TRACT	Biliary Tract	Intraductal Papillary Neoplasm of the Bile Duct	Intrahepatic Cholangiocarcinoma	ULBP6	-0.00728559744221223
ACH-000997	HCT-15	HCT15	HCT15_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MICA	-0.081438326312364
ACH-000997	HCT-15	HCT15	HCT15_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	MICB	-0.275671592765358
ACH-000997	HCT-15	HCT15	HCT15_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	ULBP1	-0.151115297246561
ACH-000997	HCT-15	HCT15	HCT15_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	ULBP3	-0.0432596390657929
ACH-000997	HCT-15	HCT15	HCT15_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	ULBP4	-0.026605994357049
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	MICA	0.154846994843834
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	MICB	-0.243841870417424
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP1	0.0469972716598603
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP2	-0.21394662351002
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP3	-0.0434363746664876
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP4	0.22343754396245
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP5	-0.133857129067664
ACH-001031	CHLA-266	CHLA266	CHLA266_SOFT_TISSUE	CNS/Brain	Embryonal Tumor	Atypical Teratoid/Rhabdoid Tumor	ULBP6	-0.16208930047572
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	MICA	0.281759031966291
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	MICB	-0.485661518070715
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	ULBP1	0.214503006868865
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	ULBP2	-0.250358401599842
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	ULBP3	-0.0427442506239509
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	ULBP4	-0.158935863729548
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	ULBP5	-0.0142735289943274
ACH-001036	CMK-11-5	CMK115	CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Myeloid Leukemia Associated with Down Syndrome	ULBP6	0.157298686119073
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	MICA	0.179970908360054
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	MICB	-0.0203233269839381
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP1	-0.120704705942307
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP2	0.13569255473173
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP3	0.0357224134807615
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP4	-0.0138225643082204
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP5	0.085749310655987
ACH-001067	F5	F5	F5_CENTRAL_NERVOUS_SYSTEM	CNS/Brain	Meningothelial Tumor	Meningioma	ULBP6	0.0113705180381878
ACH-001107	KP-1N	KP1N	KP1N_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	MICA	-0.123790506685764
ACH-001107	KP-1N	KP1N	KP1N_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	MICB	-0.246777664159163
ACH-001107	KP-1N	KP1N	KP1N_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP1	0.0233945185049023
ACH-001107	KP-1N	KP1N	KP1N_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP3	0.0493248397009821
ACH-001107	KP-1N	KP1N	KP1N_PANCREAS	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	ULBP4	0.266613775150513
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	MICA	-0.168027862923123
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	MICB	0.0880368598974534
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	ULBP1	0.227102972780303
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	ULBP2	-0.00345631466150816
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	ULBP3	-0.283899900850443
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	ULBP4	0.222538409988783
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	ULBP5	0.0217705126134885
ACH-001129	MONO-MAC-1	MONOMAC1	MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	ULBP6	-0.0587257038311247
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICA	0.0492975257698796
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	MICB	-0.132986197381533
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP1	0.158895088497015
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP2	-0.0712968141422897
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP3	-0.0851604805626973
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP4	0.133872882579569
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP5	-0.137326155219519
ACH-001151	OVCAR-5	OVCAR5	OVCAR5_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	ULBP6	-0.0550785207092391
ACH-001233	VMRC-LCD	VMRCLCD	VMRCLCD_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	MICA	0.101825424989312
ACH-001233	VMRC-LCD	VMRCLCD	VMRCLCD_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	MICB	-0.401198011464886
ACH-001233	VMRC-LCD	VMRCLCD	VMRCLCD_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP1	0.133397311394857
ACH-001233	VMRC-LCD	VMRCLCD	VMRCLCD_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP3	-0.00072640307426497
ACH-001233	VMRC-LCD	VMRCLCD	VMRCLCD_LUNG	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	ULBP4	0.199133543933864
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	MICA	0.0105481556420964
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	MICB	-0.236007577491046
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	ULBP1	0.160687333392248
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	ULBP2	-0.312013705628194
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	ULBP3	0.0816933374974794
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	ULBP4	0.0541612336709927
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	ULBP5	-0.0266557758493496
ACH-001278	BIN-67	BIN67	BIN67_OVARY	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	ULBP6	-0.174011635364734
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	MICA	-0.0614612619881701
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	MICB	-0.241111783125105
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP1	0.243699162334109
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP2	-0.0891185606549927
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP3	-0.0692703210552579
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP4	0.354262502341987
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP5	0.187409735946554
ACH-001333	C-33 A	C33A	C33A_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP6	-0.0206958397972909
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	MICA	-0.0495108529215802
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	MICB	-0.15691087560185
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	ULBP1	0.092117748887988
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	ULBP2	0.401286604236014
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	ULBP3	0.109618467082283
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	ULBP4	0.190655036828064
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	ULBP5	0.138282605446349
ACH-001400	SW 954	SW954	SW954_CERVIX	Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	Squamous Cell Carcinoma of the Vulva/Vagina	ULBP6	0.258490243588178
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	MICA	-0.00386196393288923
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	MICB	-0.290982731439136
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	ULBP1	0.0173907332488778
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	ULBP2	-0.283385443048888
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	ULBP3	-0.200409133556438
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	ULBP4	0.123482693804095
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	ULBP5	-0.138051711137996
ACH-001421	WERI-Rb-1	WERIRB1	WERIRB1_AUTONOMIC_GANGLIA	Eye	Retinoblastoma	Retinoblastoma	ULBP6	-0.00277269584573042
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	MICA	0.0208469765624263
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	MICB	-0.20434226981915
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP1	-0.00593743911599766
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP2	-0.370147634608984
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP3	-0.128389022804708
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP4	0.123865015722552
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP5	-0.045761533874692
ACH-001451	BOKU	BOKU	BOKU_CERVIX	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP6	-0.00787265552761904
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	MICA	-0.333262219936973
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	MICB	-0.0485120692935582
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP1	-0.388923524089951
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP2	0.0260393330190636
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP3	0.0898338599182803
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP4	-0.042601559471548
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP5	0.113048317608796
ACH-001459	C80	C80	C80_LARGE_INTESTINE	Bowel	Colorectal Adenocarcinoma	Rectal Adenocarcinoma	ULBP6	0.0508607768287892
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	MICA	-0.147167592907538
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	MICB	-0.223655618894143
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	ULBP1	0.00916282429301879
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	ULBP2	-0.0416394066932887
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	ULBP3	0.00211017328386245
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	ULBP4	-0.0695648463797255
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	ULBP5	-0.117981631252794
ACH-001497	ESO51	ESO51	ESO51_OESOPHAGUS	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Esophageal Adenocarcinoma	ULBP6	0.108492034756666
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	MICA	-0.0455929356394754
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	MICB	-0.261920478792388
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	ULBP1	-0.0790891051558904
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	ULBP2	-0.0654213960852164
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	ULBP3	-0.157968712246045
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	ULBP4	0.27973083236514
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	ULBP5	-0.234776954032177
ACH-001521	HKA-1	HKA1	HKA1_SKIN	Skin	Cutaneous Squamous Cell Carcinoma	Cutaneous Squamous Cell Carcinoma	ULBP6	-0.272325396612814
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	MICA	0.00259178205045321
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	MICB	-0.235098168758637
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	ULBP1	0.32171902233163
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	ULBP2	0.0134173226017789
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	ULBP3	0.2384648151948
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	ULBP4	0.0942013492314684
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	ULBP5	-0.125237901266203
ACH-001529	JAR	JAR	JAR_PLACENTA	Uterus	Gestational Trophoblastic Disease	Choriocarcinoma	ULBP6	-0.113813089678429
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	MICA	0.0540744152932862
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	MICB	-0.155969574476592
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	ULBP1	0.143100757916565
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	ULBP2	-0.0343383577474903
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	ULBP3	0.19006965076765
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	ULBP4	0.259928298305742
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	ULBP5	0.0831656430978294
ACH-001554	mel-202	MEL202	MEL202_UVEA	Eye	Ocular Melanoma	Uveal Melanoma	ULBP6	-0.0332310042582694
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	MICA	0.0681652700240879
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	MICB	-0.107456460044386
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	ULBP1	0.039148980673903
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	ULBP2	-0.0100508406363982
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	ULBP3	0.0935667267915284
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	ULBP4	0.198105730055017
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	ULBP5	0.32631678214601
ACH-001570	MM426	MM426	MM426_SKIN	Skin	Melanoma	Melanoma	ULBP6	0.0887912052685118
ACH-001578	NCCIT	NCCIT	NCCIT_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma	MICA	-0.17690324397216
ACH-001578	NCCIT	NCCIT	NCCIT_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma	MICB	0.0138432243230646
ACH-001578	NCCIT	NCCIT	NCCIT_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma	ULBP1	0.0231095725893324
ACH-001578	NCCIT	NCCIT	NCCIT_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma	ULBP2	0.096548337080832
ACH-001578	NCCIT	NCCIT	NCCIT_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma	ULBP3	-0.0226969567632268
ACH-001578	NCCIT	NCCIT	NCCIT_TESTIS	Testis	Non-Seminomatous Germ Cell Tumor	Embryonal Carcinoma	ULBP4	0.234050353367378
ACH-001652	SKG-II	SKGII	SKGII_ENDOMETRIUM	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	MICA	0.138841637184778
ACH-001652	SKG-II	SKGII	SKGII_ENDOMETRIUM	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	MICB	-0.109416800009207
ACH-001652	SKG-II	SKGII	SKGII_ENDOMETRIUM	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP1	0.146381918867215
ACH-001652	SKG-II	SKGII	SKGII_ENDOMETRIUM	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP2	-0.155275059637297
ACH-001652	SKG-II	SKGII	SKGII_ENDOMETRIUM	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP3	-0.00743080185586627
ACH-001652	SKG-II	SKGII	SKGII_ENDOMETRIUM	Cervix	Cervical Squamous Cell Carcinoma	Cervical Squamous Cell Carcinoma	ULBP4	0.180247967610032
