SYMBOL,D1_UTD,D2_UTD,D3_UTD,D1_NKG2D,D2_NKG2D,D3_NKG2D,D1_N_1012,D2_N_1012,D3_N_1012,D1_NZ,D2_NZ,D3_NZ,D1_NZ_10,D3_NZ_10,D1_N_10Z,D2_N_10Z,D3_N_10Z
RPL41P2,9.041,33.386,21.241,2.004,13.104,18.071,11.122,18.213,14.192,16.218,5.051,12.163,6.02,28.37,5.052,5.064,43.547
RPL4P1,34,61,25,15,26,23,28,33,27,39,31,33,6,39.001,13,28,63
RPL4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL4P3,1,3.001,0,0,1,0,1,1,0,2,2.001,0,0,4.001,0,0,4.001
RPL4P4,27.454,35.867,28.402,29.037,32.855,23.558,22.367,36.126,38.185,25.469,13.763,46.772,11.702,74.033,11.793,12.693,90.99
RPL4P5,3.007,5.401,2.187,3.178,0,1.003,2.082,0,5.643,1.054,0,4.183,1,4.478,2.016,0,6.763
RPL4P6,0,12,1,2,2,3,1,0,4.625,1.517,7,9,2,10,1,3,9.931
RPL5P1,0,1,0,0,0,0,0,0,1,3.002,0,2.001,1,1,2.001,1,0
RPL5P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P11,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
RPL5P12,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0
RPL5P13,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RPL5P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPL5P18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
RPL5P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RPL5P23,0,1,1,0,2,2,0,0,0,1,0,0,0,0,1,0,0
RPL5P24,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
RPL5P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RPL5P29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPL5P3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
RPL5P30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPL5P34,1.001,3.008,1.002,0,1.002,1.002,0,0,0,1.002,1.001,1.003,2.002,6.028,1.002,4.011,3.01
RPL5P4,2.006,1.003,1.003,2.003,0,1.003,0,0,1.003,0,0,0,1.001,0,3.015,0,2.01
RPL5P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPL5P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL5P9,0,0,0,1,0,0,1,0,0,0,0,1,4,10.001,0,1,5.001
RPL6P1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
RPL6P10,38.486,105.093,67.805,24.196,63.711,58.627,49.678,57.985,69.279,75.773,50.292,103.049,17.61,127.553,20.656,32.679,202.241
RPL6P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RPL6P14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
RPL6P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P19,2.071,3.085,0,1.048,1.035,3.017,3.017,5.033,6.269,1.063,2.008,4.639,1.001,2.025,1.13,1.003,3.173
RPL6P2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RPL6P20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPL6P21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPL6P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPL6P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P24,0,0,4,0,1,0,0,1,1,0,2,1,0,0,0,0,0
RPL6P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P26,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RPL6P27,22.765,48.742,39.837,13.037,12.183,35.263,21.926,23.122,19.325,24.76,14.012,16.293,19.825,65.97,11.001,15.266,52.873
RPL6P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPL6P3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
RPL6P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RPL7AP11,2.243,10.131,4.048,1.002,3.428,2.017,3.744,2.021,3.292,9.106,1.006,2.024,0,4.046,2.023,0,6.072
RPL7AP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP14,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
RPL7AP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP16,0,5,3,0,2,2,0,0,0,0,2,1.001,0,3,0,1,1
RPL7AP17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP19,2,4.238,2,0,0,1,0,2,14.054,4.672,0,28.161,0,17.284,0,0,29.685
RPL7AP20,0,0,0,0,0,1,1.014,0,2.001,1,0,2.001,0,1.001,0,0,3.002
RPL7AP21,0,3.762,1,0,0,0,1,4,18.946,3.328,0,22.839,0,30.716,2,0,54.315
RPL7AP22,0,0,1,1,0,0,0,0,1,0,0,4,0,0,0,1,2
RPL7AP24,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
RPL7AP25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPL7AP27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP28,0,1,0,3,0,1,1,1,0,1,0,0,0,0,0,0,0
RPL7AP29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP30,5.78,3.449,3.019,4.007,3.016,3.017,1.005,2.012,5.518,8.823,0,6.845,2.433,5.442,0,0,15.132
RPL7AP31,4.002,1.001,0,1,0,1.001,0,2.004,0,0,0,0,1,0,2.003,1.001,1.001
RPL7AP32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPL7AP33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
RPL7AP35,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPL7AP36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPL7AP38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP39,1.5,12.743,13.894,0.5,2,10.878,7.773,6.595,16.837,2.001,2.606,11.76,2,35.403,0,9.774,24.861
RPL7AP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP43,1.5,12.743,2.11,0.5,2,1.124,0,1.406,5.953,0,5.395,9.112,0,17.617,3,3.23,7.746
RPL7AP44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP45,4.334,13.808,1.056,1.246,5.098,0,2,1.06,1.687,5.793,1.083,2,0,1,0,1,1
RPL7AP46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPL7AP48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RPL7AP49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPL7AP50,1,1.001,2.003,0,0,0,0,1.001,1.532,3.255,0,1.219,1,2.607,0,2.003,0
RPL7AP51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP53,0,0,0,0,0,0,1.908,1,0,0,0,0,0,0,0,0,0
RPL7AP54,0,3,0,0,0,1,2.506,0,0,0,3,0,0,0,0,0,0
RPL7AP55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RPL7AP6,3.295,13.755,7.374,6.799,10.352,9.597,6.021,2.363,8.67,3.689,4.779,7.677,5.433,9.8,1.163,6.134,11.228
RPL7AP60,1,6,1,0,1,0,0,0,2,0,1,4,2,1,0,3,1
RPL7AP61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP62,0,2.001,0,1,1,4.001,0,0,2,1,0,4.002,1,2.001,0,1,0
RPL7AP63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RPL7AP64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RPL7AP70,0,0,1,0,0,0,0,0,0,2.001,0,0,0,0,0,0,2.298
RPL7AP71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
RPL7AP72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
RPL7AP75,6,7,6,13,0,2,0,1,0,3,10,0,0,2,3,5,3
RPL7AP76,1.052,0,0,1.245,0,0,0,1.058,1.638,0,0,0,0,0,0,0,0
RPL7AP77,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RPL7AP78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RPL7AP80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7AP9,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
RPL7L1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPL7L1P16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P8,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7L1P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P1,10.983,20.951,21.868,4.769,21.555,19.602,15.451,11.382,17.498,12.26,11.029,18.253,6.274,29.181,5.52,8.223,27.072
RPL7P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P11,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
RPL7P12,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
RPL7P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P16,1,4,2,2,2,0,0,2,3,1,0,0,2,0,3,0,3
RPL7P17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RPL7P18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P19,0,0,0,1,1.001,1.001,0,0,0,1.001,1.001,2.003,0,2.003,0,0,2.003
RPL7P20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPL7P22,0,0,0,0,0,0,0,0,0,1.005,0,0,0,0,0,0,1.005
RPL7P23,14.145,11.202,10.491,3.421,14.238,19.321,5.102,10.184,11.183,7.129,3.046,17.365,1.004,14.294,8.163,1.012,30.538
RPL7P24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
RPL7P25,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1
RPL7P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P32,4.014,12.084,2.082,11.023,5.037,10.074,1.005,6.046,6.04,10.064,5.03,5.043,1.002,7.079,2.013,3.019,6.222
RPL7P33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPL7P38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPL7P40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P44,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
RPL7P45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P47,0,0,1,1,0,0,2.001,0,0,0,0,0,0,1.001,0,0,0
RPL7P48,2,0,0,0,2,0,1,2,0,0,0,0,1,2,1,0,1
RPL7P49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPL7P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P50,1,2,1,1,0,4,0,3,3,5,4,6,0,6,0,3,7
RPL7P51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P57,0,0,3,0,0,1.004,0,0,0,0,1.002,0,4,0,0,0,0
RPL7P6,0,2.001,1,0,1,3.002,0,2.002,2.001,2.001,1,1.001,1,2.002,3.004,0,6.005
RPL7P60,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL7P7,1,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0
RPL7P9,34.878,50.148,69.194,30.257,92.847,86.21,23.231,67.943,26.019,40.467,21.394,63.116,23.618,103.164,22.372,14.308,163.677
RPL8P2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RPL8P3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPL8P4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
RPL8P5,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
RPL9P10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RPL9P11,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
RPL9P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
RPL9P22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RPL9P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P25,0,0,0,0,2.001,0,0,0,0,0,3.003,7.03,0,0,0,0,0
RPL9P26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P27,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
RPL9P28,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
RPL9P3,1,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,2
RPL9P30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P32,13.014,18.046,8.017,3.001,7.01,13.023,10.027,5.006,6.013,6.017,3.006,6.015,1,6.014,1.002,3.008,14.029
RPL9P33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P7,1.379,10.582,12.312,13.406,11.988,5.601,5.904,10.034,1.7,0,11.525,4.095,2.73,10.096,1.632,0,22.848
RPLP0P10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPLP0P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP0P12,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
RPLP0P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP0P4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
RPLP0P5,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0
RPLP0P6,13.17,46.365,16.841,10.714,36.911,21.244,12.84,19.051,25.521,21.043,17.43,18.678,4.219,31.85,11.467,12.644,44.177
RPLP0P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP0P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP1P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP1P13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
RPLP1P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP1P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPLP2P4,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0
RPP21,517,845.9999999999999,452.97799999999995,362.002,389.001,348.857,526.448,431,961.247,843.0010000000001,501.001,867,324.999,1594.8370000000002,286.91200000000003,340.99899999999997,1987.0489999999998
RPP25,238,425,175,358,172,108,467,200,816,850,342,799,297,1488,325,306,1718
RPP40P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPRM,0,1,1,0,0,2,1,1,2,0,1,0,1,0,0,0,2
RPRML,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
RPS10-NUDT3,344.14099999999996,202.706,113.421,266.654,123.26500000000001,107.868,327.76099999999997,153.098,474.49800000000005,452.024,109.46799999999999,360.895,230.261,806.033,165.204,143.50900000000001,1141.754
RPS10P1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2
RPS10P10,0,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,3
RPS10P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPS10P12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P13,0,1,2.001,0,0,0,1,0,0,0,1,0,0,2.001,0,0,0
RPS10P14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
RPS10P15,1.001,9.059,4.017,0,13.066,8.04,5.034,4.02,4.017,4.02,2.011,2.315,0,6.043,1.005,2.011,9.05
RPS10P2,0,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
RPS10P20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P22,0,2.001,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4.001
RPS10P23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P26,2.361,3.03,2.016,2.003,4.029,6.046,3.031,0,3.036,0,1.005,4.781,2.002,0,3.03,0,1.105
RPS10P27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P3,1.009,4.211,2.088,1.009,2.08,4.189,0,5.246,2.103,3.162,2.077,1.042,0,1.034,1.036,0,2.088
RPS10P30,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RPS10P31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10P4,0,2.001,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
RPS10P5,1,3.001,1,0,1,1,0,1,1,1,0,0,0,1,0,1,3.002
RPS10P6,0,1.001,1.001,0,0,0,0,1.001,1.001,0,0,0,0,1.001,0,0,0
RPS10P8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
RPS10P9,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
RPS11,66982.67199999998,151663.44800000003,93661.58200000001,53092.954000000005,98410.849,104258.586,41973.347,72019.50499999999,65332.022999999994,54980.837999999996,34193.722,62321.934,33742.514,99029.834,22030.607000000004,27536.405,126906.58400000002
RPS11P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS11P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS11P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS11P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS11P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12,22359.461,41972.675,26851.932999999997,15541,29014.719,30991.52,13648.152,26682.953,24776.397,20720.71,10823.912999999999,19489.731,7488.963,30017.997,6973.814,8414.228,37782.344
RPS12P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RPS12P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P29,0,1.001,0,0,1,2.001,2.003,0,0,1.001,0,1,1,1.267,0,0,3.004
RPS12P31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
RPS12P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RPS12P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS12P9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RPS13,16054.249999999998,23105.371000000003,16358.455,9885.252,17280.078,19556.031,10944.713999999998,14323.341,13416.894000000002,13497.39,5807.991999999999,13128.955,6629.2480000000005,22349.864,5205.987999999999,4675.157999999999,32786.751000000004
RPS13P1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RPS13P2,0,0,0,1.001,0,1.002,0,0,0,0,0,1.002,0,3.014,0,1.002,2.007
RPS13P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS13P4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
RPS13P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS13P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS13P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
