gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ADAMTSL2,0.5443061435385229,0,5.134521598514405,0,1,1
ADAMTSL4,1.7050037483806912,-2.282882686290064,1.9827778585545932,-1.1513557489260253,0.2495859107692805,1
ADAMTSL4-AS1,3.748669636133919,-0.010005853075070271,1.5784680156244952,-0.0063389647278418995,0.994942271784209,1
ADAMTSL5,11.92314091498133,-0.7081268769784619,0.7140843907853756,-0.9916571292079899,0.3213648106550798,1
ADAP1,2685.24284577249,-0.06443352734015434,0.3885313793092061,-0.1658386703661225,0.86828391292024,1
ADAP2,0.973685267103,2.4229524604886445,4.443879313579006,0.5452336324897289,0.585592842915792,1
ADAR,4102.670545801112,-0.27750656486358805,0.4355420626683966,-0.6371521573907544,0.5240257374842112,1
ADARB1,155.10104071487382,0.35199021126814284,0.5718497468187163,0.615529189662697,0.5382052984548162,1
ADARB2,6.227095299478848,0.05455283126479315,2.389371475825821,0.022831456647375625,0.9817847157841321,1
ADAT1,587.9431312616372,0.07822931192693182,0.23213238763906419,0.33700300385730003,0.7361146356780683,1
ADAT2,124.49002552223925,-0.01991354707339675,0.4473391843581413,-0.04451554384168121,0.9644934620651058,1
ADAT3,151.4529433071598,-0.421840809687552,0.29381159246466226,-1.435752776631127,0.15107270164981476,1
ADCK1,75.39686523235667,-0.12332287449570661,0.4946429846889919,-0.24931693830297866,0.8031156300579858,1
ADCK2,725.3466862414397,0.22294805729017034,0.3125693616945514,0.7132754665444124,0.4756753156382777,1
ADCK5,158.103542568691,0.06284615026289402,0.30670958268954596,0.204904423630309,0.8376467989937642,1
ADCY1,42.62066238440364,1.7258395239707722,0.9518030029148425,1.813231854370586,0.06979606870465996,1
ADCY10P1,0.91202384216264,-3.737927828450886,2.635744558109287,-1.4181677116435873,0.15614180623091248,1
ADCY3,722.3602393266871,0.16170475707963233,0.5373514018756714,0.3009292550744037,0.763468441389469,1
ADCY5,1.163306480850858,-2.0078131726951596,3.0393397721678217,-0.6606083304937896,0.5088635252527965,1
ADCY6,5.4500434652895065,-2.0203476287596076,2.016915920588618,-1.0017014631774974,0.3164877998066416,1
ADCY7,927.320181416715,-0.48420388758190147,0.5160506327118046,-0.9382875572450109,0.34809665241326493,1
ADCY9,68.7010467709774,-0.512255407434997,0.5253071531981668,-0.9751540680843419,0.3294838421611061,1
ADD1,3871.9611682722043,-0.13872005551127914,0.3454451434956873,-0.40156898460785856,0.688001259444186,1
